code,date,p2b
000001.SZ,20100831,2.0059
000002.SZ,20100831,2.3277
000004.SZ,20100831,14.6742
000005.SZ,20100831,6.4875
000006.SZ,20100831,3.09
000007.SZ,20100831,nan
000008.SZ,20100831,12.3823
000009.SZ,20100831,5.4816
000010.SZ,20100831,49.1911
000011.SZ,20100831,6.777
000012.SZ,20100831,5.7942
000014.SZ,20100831,4.7607
000016.SZ,20100831,1.653
000017.SZ,20100831,nan
000018.SZ,20100831,11.2628
000019.SZ,20100831,7.0149
000020.SZ,20100831,11.5119
000021.SZ,20100831,4.5524
000022.SZ,20100831,3.1194
000023.SZ,20100831,4.0826
000024.SZ,20100831,1.8983
000025.SZ,20100831,14.6962
000026.SZ,20100831,5.0561
000027.SZ,20100831,1.7875
000028.SZ,20100831,10.047
000029.SZ,20100831,4.5308
000030.SZ,20100831,nan
000031.SZ,20100831,2.6491
000032.SZ,20100831,3.2052
000033.SZ,20100831,8.3744
000034.SZ,20100831,nan
000035.SZ,20100831,nan
000036.SZ,20100831,3.8654
000037.SZ,20100831,2.3433
000039.SZ,20100831,2.6015
000040.SZ,20100831,3.6726
000042.SZ,20100831,1.9313
000043.SZ,20100831,1.5096
000045.SZ,20100831,3.46
000046.SZ,20100831,2.8119
000048.SZ,20100831,nan
000049.SZ,20100831,34.4381
000050.SZ,20100831,4.4379
000055.SZ,20100831,4.1656
000056.SZ,20100831,12.418
000058.SZ,20100831,4.7091
000059.SZ,20100831,1.9498
000060.SZ,20100831,6.1081
000061.SZ,20100831,4.6265
000062.SZ,20100831,3.993
000063.SZ,20100831,3.4098
000065.SZ,20100831,9.4197
000066.SZ,20100831,3.8615
000068.SZ,20100831,26.5931
000069.SZ,20100831,3.5487
000070.SZ,20100831,3.3119
000078.SZ,20100831,12.9795
000088.SZ,20100831,2.1005
000089.SZ,20100831,1.8617
000090.SZ,20100831,1.9429
000096.SZ,20100831,2.0191
000099.SZ,20100831,3.3588
000100.SZ,20100831,1.6686
000150.SZ,20100831,2.7629
000151.SZ,20100831,5.7067
000153.SZ,20100831,3.4284
000155.SZ,20100831,1.7625
000157.SZ,20100831,3.8117
000158.SZ,20100831,2.7926
000159.SZ,20100831,6.6796
000301.SZ,20100831,2.4192
000338.SZ,20100831,4.4126
000400.SZ,20100831,4.9722
000401.SZ,20100831,3.7374
000402.SZ,20100831,1.3636
000404.SZ,20100831,6.0395
000407.SZ,20100831,3.6787
000408.SZ,20100831,19.2322
000409.SZ,20100831,35.934
000410.SZ,20100831,4.8608
000411.SZ,20100831,10.493
000413.SZ,20100831,24.4721
000415.SZ,20100831,13.5987
000416.SZ,20100831,6.4215
000417.SZ,20100831,8.4289
000418.SZ,20100831,4.6896
000419.SZ,20100831,5.0093
000420.SZ,20100831,2.4563
000421.SZ,20100831,3.6467
000422.SZ,20100831,3.9967
000423.SZ,20100831,11.6149
000425.SZ,20100831,5.5508
000426.SZ,20100831,3.6241
000428.SZ,20100831,4.339
000429.SZ,20100831,1.7822
000430.SZ,20100831,nan
000488.SZ,20100831,1.1437
000501.SZ,20100831,6.2441
000502.SZ,20100831,6.6936
000503.SZ,20100831,6.9245
000504.SZ,20100831,20.5355
000505.SZ,20100831,4.1553
000506.SZ,20100831,6.1825
000507.SZ,20100831,2.8042
000509.SZ,20100831,nan
000510.SZ,20100831,4.9259
000511.SZ,20100831,3.0392
000513.SZ,20100831,5.0038
000514.SZ,20100831,3.3531
000516.SZ,20100831,4.2917
000517.SZ,20100831,4.6504
000518.SZ,20100831,8.7815
000519.SZ,20100831,11.5719
000520.SZ,20100831,3.6405
000521.SZ,20100831,2.964
000522.SZ,20100831,6.6429
000523.SZ,20100831,4.6072
000524.SZ,20100831,6.0407
000525.SZ,20100831,7.032
000526.SZ,20100831,7.3092
