code,date,p2b
000001.SZ,20150831,1.0498
000002.SZ,20150831,1.747
000004.SZ,20150831,32.9361
000005.SZ,20150831,8.3156
000006.SZ,20150831,3.3827
000007.SZ,20150831,19.3571
000008.SZ,20150831,6.7649
000009.SZ,20150831,4.7088
000010.SZ,20150831,7.671
000011.SZ,20150831,3.0807
000012.SZ,20150831,2.8212
000014.SZ,20150831,5.8124
000016.SZ,20150831,9.5615
000017.SZ,20150831,435.009
000018.SZ,20150831,29.4945
000019.SZ,20150831,2.8437
000020.SZ,20150831,15.2154
000021.SZ,20150831,2.4462
000022.SZ,20150831,4.0956
000023.SZ,20150831,11.525
000024.SZ,20150831,2.4865
000025.SZ,20150831,9.4282
000026.SZ,20150831,2.4583
000027.SZ,20150831,1.8591
000028.SZ,20150831,4.6162
000029.SZ,20150831,4.9806
000030.SZ,20150831,2.6321
000031.SZ,20150831,5.867
000032.SZ,20150831,4.0708
000034.SZ,20150831,21.1468
000035.SZ,20150831,4.8402
000036.SZ,20150831,4.0878
000037.SZ,20150831,4.025
000038.SZ,20150831,23.0553
000039.SZ,20150831,2.094
000040.SZ,20150831,3.5268
000042.SZ,20150831,1.9608
000043.SZ,20150831,1.9687
000045.SZ,20150831,2.3666
000046.SZ,20150831,4.9476
000048.SZ,20150831,15.9348
000049.SZ,20150831,9.7786
000050.SZ,20150831,2.2055
000055.SZ,20150831,4.1374
000056.SZ,20150831,2.9567
000058.SZ,20150831,5.6842
000059.SZ,20150831,1.2937
000060.SZ,20150831,3.3724
000061.SZ,20150831,5.0394
000062.SZ,20150831,8.9726
000063.SZ,20150831,2.6532
000065.SZ,20150831,4.456
000066.SZ,20150831,11.4958
000068.SZ,20150831,18.1208
000069.SZ,20150831,1.982
000070.SZ,20150831,5.0395
000078.SZ,20150831,6.3769
000088.SZ,20150831,2.631
000089.SZ,20150831,1.4304
000090.SZ,20150831,2.0683
000096.SZ,20150831,4.2238
000099.SZ,20150831,3.4799
000100.SZ,20150831,2.0414
000150.SZ,20150831,14.4088
000151.SZ,20150831,6.9919
000153.SZ,20150831,2.7495
000155.SZ,20150831,nan
000156.SZ,20150831,4.4306
000157.SZ,20150831,1.1041
000158.SZ,20150831,3.093
000159.SZ,20150831,1.7615
000166.SZ,20150831,3.0202
000301.SZ,20150831,1.955
000333.SZ,20150831,2.7142
000338.SZ,20150831,1.1792
000400.SZ,20150831,3.3421
000401.SZ,20150831,1.0436
000402.SZ,20150831,1.0817
000403.SZ,20150831,11.1977
000404.SZ,20150831,1.8224
000407.SZ,20150831,2.7315
000408.SZ,20150831,25.2407
000409.SZ,20150831,3.6141
000410.SZ,20150831,6.4237
000411.SZ,20150831,5.2484
000413.SZ,20150831,3.0702
000415.SZ,20150831,2.6523
000416.SZ,20150831,8.6459
000417.SZ,20150831,2.0384
000418.SZ,20150831,2.7476
000419.SZ,20150831,2.3061
000420.SZ,20150831,4.5162
000421.SZ,20150831,2.5037
000422.SZ,20150831,0.9075
000423.SZ,20150831,4.612
000425.SZ,20150831,1.4519
000426.SZ,20150831,2.1117
000428.SZ,20150831,3.1868
000429.SZ,20150831,1.4528
000430.SZ,20150831,5.9109
000488.SZ,20150831,0.9558
000498.SZ,20150831,2.7161
000501.SZ,20150831,2.3095
000502.SZ,20150831,12.1989
000503.SZ,20150831,17.2694
000504.SZ,20150831,nan
000505.SZ,20150831,nan
000506.SZ,20150831,5.2293
000507.SZ,20150831,2.0456
000509.SZ,20150831,195.8529
000510.SZ,20150831,10.6058
000511.SZ,20150831,7.1574
000513.SZ,20150831,4.981
000514.SZ,20150831,2.0338
000516.SZ,20150831,3.7973
000517.SZ,20150831,4.1645
000518.SZ,20150831,7.408
000519.SZ,20150831,4.7006
000520.SZ,20150831,10.5398
000521.SZ,20150831,1.3707
000523.SZ,20150831,5.9617
000524.SZ,20150831,7.0541
000525.SZ,20150831,1.8275
000526.SZ,20150831,24.4353
000528.SZ,20150831,1.0507
000529.SZ,20150831,7.4477
000530.SZ,20150831,1.8433
000531.SZ,20150831,1.6752
000532.SZ,20150831,6.4425
000533.SZ,20150831,3.4599
000534.SZ,20150831,3.6413
000536.SZ,20150831,3.2095
000537.SZ,20150831,2.0821
000538.SZ,20150831,6.0632
000539.SZ,20150831,1.7266
000540.SZ,20150831,3.7499
000541.SZ,20150831,3.4028
000543.SZ,20150831,1.4004
000544.SZ,20150831,4.1231
000545.SZ,20150831,6.234
000546.SZ,20150831,2.9096
000547.SZ,20150831,5.5586
000548.SZ,20150831,3.1903
000550.SZ,20150831,1.9593
000551.SZ,20150831,2.6564
000552.SZ,20150831,1.4271
000553.SZ,20150831,3.0684
000554.SZ,20150831,5.4436
000555.SZ,20150831,5.8633
000557.SZ,20150831,25.2679
000558.SZ,20150831,10.8353
000559.SZ,20150831,10.2659
000560.SZ,20150831,2.692
000561.SZ,20150831,6.4206
000563.SZ,20150831,2.603
000564.SZ,20150831,2.1735
000565.SZ,20150831,6.7561
000566.SZ,20150831,12.3938
000567.SZ,20150831,9.964
000568.SZ,20150831,3.0849
000570.SZ,20150831,2.3474
000571.SZ,20150831,1.9664
000572.SZ,20150831,1.3902
000573.SZ,20150831,1.9892
000576.SZ,20150831,4.8427
000581.SZ,20150831,2.0508
000582.SZ,20150831,2.8407
000584.SZ,20150831,3.736
000585.SZ,20150831,18.8736
000586.SZ,20150831,17.8907
000587.SZ,20150831,7.9299
000589.SZ,20150831,1.305
000590.SZ,20150831,23.1957
000591.SZ,20150831,10.2126
000592.SZ,20150831,10.9812
000593.SZ,20150831,4.2325
000595.SZ,20150831,5.0083
000596.SZ,20150831,3.537
000597.SZ,20150831,1.4156
000598.SZ,20150831,2.4186
000599.SZ,20150831,2.0249
000600.SZ,20150831,1.7665
000601.SZ,20150831,3.5761
000603.SZ,20150831,8.5523
000605.SZ,20150831,3.3144
000606.SZ,20150831,4.4636
000607.SZ,20150831,6.6876
000608.SZ,20150831,1.0936
000609.SZ,20150831,2.939
000610.SZ,20150831,3.6012
000611.SZ,20150831,5.608
000612.SZ,20150831,1.5124
000613.SZ,20150831,45.5668
000615.SZ,20150831,2.9236
000616.SZ,20150831,2.3989
000617.SZ,20150831,5.5724
000619.SZ,20150831,1.5435
000620.SZ,20150831,3.4125
000622.SZ,20150831,26.0016
000623.SZ,20150831,1.2874
000625.SZ,20150831,2.2821
000626.SZ,20150831,10.3174
000627.SZ,20150831,6.9148
000628.SZ,20150831,6.0544
000629.SZ,20150831,3.0607
000630.SZ,20150831,2.1528
000631.SZ,20150831,3.0447
000632.SZ,20150831,2.9121
000633.SZ,20150831,26.9171
000635.SZ,20150831,1.1074
000636.SZ,20150831,1.6272
000637.SZ,20150831,4.3352
000638.SZ,20150831,14.3609
000639.SZ,20150831,3.9981
000650.SZ,20150831,9.8043
000651.SZ,20150831,2.6995
000652.SZ,20150831,3.6076
000655.SZ,20150831,2.1203
000656.SZ,20150831,1.9529
000657.SZ,20150831,3.0202
000659.SZ,20150831,5.1615
000661.SZ,20150831,8.2769
000662.SZ,20150831,5.4468
000663.SZ,20150831,8.9233
000665.SZ,20150831,3.4102
000666.SZ,20150831,2.1129
000667.SZ,20150831,2.407
000668.SZ,20150831,8.2455
000669.SZ,20150831,2.2223
000670.SZ,20150831,17.1986
000671.SZ,20150831,2.7523
000672.SZ,20150831,5.579
000673.SZ,20150831,3.6047
000676.SZ,20150831,21.2182
000677.SZ,20150831,162.9256
000678.SZ,20150831,2.999
000679.SZ,20150831,3.7029
000680.SZ,20150831,1.7965
000681.SZ,20150831,7.2359
000682.SZ,20150831,3.6423
000683.SZ,20150831,1.5748
000685.SZ,20150831,1.7519
000686.SZ,20150831,2.1341
000687.SZ,20150831,7.3826
000688.SZ,20150831,14.8549
000690.SZ,20150831,2.92
000691.SZ,20150831,15.8307
000692.SZ,20150831,2.6054
000693.SZ,20150831,5.2865
000695.SZ,20150831,8.8781
000697.SZ,20150831,13.194
000698.SZ,20150831,1.2149
000700.SZ,20150831,2.3478
000701.SZ,20150831,2.2532
000702.SZ,20150831,5.9931
000703.SZ,20150831,1.8971
000705.SZ,20150831,2.9957
000707.SZ,20150831,3.7575
000708.SZ,20150831,1.8583
000709.SZ,20150831,1.0861
000710.SZ,20150831,26.4009
000711.SZ,20150831,nan
000712.SZ,20150831,6.3197
000713.SZ,20150831,2.1795
000715.SZ,20150831,2.3957
000716.SZ,20150831,2.2008
000717.SZ,20150831,7.152
000718.SZ,20150831,4.5255
000719.SZ,20150831,2.578
000720.SZ,20150831,15.9016
000721.SZ,20150831,6.304
000722.SZ,20150831,2.6768
000723.SZ,20150831,6.1062
000725.SZ,20150831,1.3881
000726.SZ,20150831,1.7795
000727.SZ,20150831,1.7282
000728.SZ,20150831,1.6555
000729.SZ,20150831,1.6714
000731.SZ,20150831,1.7307
000732.SZ,20150831,4.9723
000733.SZ,20150831,2.5238
000735.SZ,20150831,3.4917
000736.SZ,20150831,2.504
000737.SZ,20150831,10.2631
000738.SZ,20150831,7.3994
000739.SZ,20150831,3.2868
000748.SZ,20150831,8.7567
000750.SZ,20150831,2.196
000751.SZ,20150831,4.0476
000752.SZ,20150831,4.7992
000753.SZ,20150831,3.9747
000755.SZ,20150831,3.3874
000756.SZ,20150831,3.017
000757.SZ,20150831,7.4675
000758.SZ,20150831,3.2032
000759.SZ,20150831,1.6511
000760.SZ,20150831,3.7991
000761.SZ,20150831,1.0694
000762.SZ,20150831,3.5611
000766.SZ,20150831,4.2371
000767.SZ,20150831,2.2836
000768.SZ,20150831,5.2623
000776.SZ,20150831,1.4132
000777.SZ,20150831,8.4594
000778.SZ,20150831,2.8088
000779.SZ,20150831,10.2467
000780.SZ,20150831,1.1092
000782.SZ,20150831,11.4195
000783.SZ,20150831,2.8212
000785.SZ,20150831,2.6893
000786.SZ,20150831,3.6036
000788.SZ,20150831,6.8091
000789.SZ,20150831,1.6781
000790.SZ,20150831,8.6616
000791.SZ,20150831,2.2427
000792.SZ,20150831,1.6301
000793.SZ,20150831,4.6724
000795.SZ,20150831,7.3204
000796.SZ,20150831,8.9799
000797.SZ,20150831,6.4972
000798.SZ,20150831,3.7435
000799.SZ,20150831,3.9521
000800.SZ,20150831,3.2025
000801.SZ,20150831,5.7133
000802.SZ,20150831,8.971
000803.SZ,20150831,13.9064
000806.SZ,20150831,14.6409
000807.SZ,20150831,1.6642
000809.SZ,20150831,1.0775
000810.SZ,20150831,7.4385
000811.SZ,20150831,2.7248
000812.SZ,20150831,9.7457
000813.SZ,20150831,4.9489
000815.SZ,20150831,nan
000816.SZ,20150831,2.6635
000818.SZ,20150831,4.7731
000819.SZ,20150831,8.9689
000820.SZ,20150831,19.6735
000821.SZ,20150831,3.1647
000822.SZ,20150831,2.579
000823.SZ,20150831,1.6198
000825.SZ,20150831,1.0459
000826.SZ,20150831,5.2409
000828.SZ,20150831,2.7589
000829.SZ,20150831,4.0169
000830.SZ,20150831,1.6579
000831.SZ,20150831,6.5988
000833.SZ,20150831,3.9084
000835.SZ,20150831,10.6349
000836.SZ,20150831,4.2581
000837.SZ,20150831,3.4807
000838.SZ,20150831,7.2175
000839.SZ,20150831,5.2025
000848.SZ,20150831,6.7322
000850.SZ,20150831,1.7421
000851.SZ,20150831,3.0523
000852.SZ,20150831,2.978
000856.SZ,20150831,6.1385
000858.SZ,20150831,2.4146
000859.SZ,20150831,2.7921
000860.SZ,20150831,1.7617
000861.SZ,20150831,5.1206
000862.SZ,20150831,2.2565
000863.SZ,20150831,3.5759
000868.SZ,20150831,3.6169
000869.SZ,20150831,3.4665
000875.SZ,20150831,4.7501
000876.SZ,20150831,2.1721
000877.SZ,20150831,1.1848
000878.SZ,20150831,6.4233
000880.SZ,20150831,2.356
000881.SZ,20150831,4.9537
000882.SZ,20150831,3.2812
000883.SZ,20150831,2.3358
000885.SZ,20150831,3.1702
000886.SZ,20150831,1.7148
000887.SZ,20150831,8.5024
000888.SZ,20150831,3.0198
000889.SZ,20150831,3.0958
000890.SZ,20150831,4.2896
000892.SZ,20150831,3625.9307
000893.SZ,20150831,8.7083
000895.SZ,20150831,4.1074
000897.SZ,20150831,5.9628
000898.SZ,20150831,0.7728
000899.SZ,20150831,2.7289
000900.SZ,20150831,1.1123
000901.SZ,20150831,12.7028
000902.SZ,20150831,3.2773
000903.SZ,20150831,1.5746
000905.SZ,20150831,2.1784
000906.SZ,20150831,3.3407
000908.SZ,20150831,5.5667
000909.SZ,20150831,3.986
000910.SZ,20150831,2.8671
000911.SZ,20150831,2.8895
000912.SZ,20150831,4.2267
000913.SZ,20150831,1.5187
000915.SZ,20150831,5.3364
000916.SZ,20150831,1.3021
000917.SZ,20150831,6.0843
000918.SZ,20150831,2.2139
000919.SZ,20150831,3.2248
000920.SZ,20150831,6.6738
000921.SZ,20150831,2.7729
000922.SZ,20150831,3.2356
000923.SZ,20150831,6.5835
000925.SZ,20150831,4.0494
000926.SZ,20150831,1.1258
000927.SZ,20150831,9.7645
000928.SZ,20150831,3.779
000929.SZ,20150831,2.738
000930.SZ,20150831,6.9612
000931.SZ,20150831,8.4038
000932.SZ,20150831,0.9431
000933.SZ,20150831,1.2707
000935.SZ,20150831,1.701
000936.SZ,20150831,2.9372
000937.SZ,20150831,1.013
000938.SZ,20150831,5.1053
000939.SZ,20150831,2.3083
000948.SZ,20150831,2.9874
000949.SZ,20150831,2.7925
000950.SZ,20150831,1.909
000951.SZ,20150831,1.2618
000952.SZ,20150831,6.9155
000953.SZ,20150831,12.64
000955.SZ,20150831,4.8647
000957.SZ,20150831,3.5033
000958.SZ,20150831,12.2877
000959.SZ,20150831,1.3595
000960.SZ,20150831,1.998
000961.SZ,20150831,1.5151
000962.SZ,20150831,2.2194
000963.SZ,20150831,12.4734
000965.SZ,20150831,1.2648
000966.SZ,20150831,2.491
000967.SZ,20150831,2.883
000968.SZ,20150831,2.6756
000969.SZ,20150831,2.8211
000970.SZ,20150831,3.7871
000971.SZ,20150831,233.9181
000972.SZ,20150831,10.0791
000973.SZ,20150831,3.3084
000975.SZ,20150831,3.4599
000976.SZ,20150831,21.1085
000977.SZ,20150831,8.2317
000978.SZ,20150831,2.1971
000979.SZ,20150831,4.4223
000980.SZ,20150831,1.6716
000981.SZ,20150831,3.9763
000982.SZ,20150831,1.9775
000983.SZ,20150831,1.1299
000985.SZ,20150831,5.2438
000987.SZ,20150831,3.4939
000988.SZ,20150831,4.0677
000989.SZ,20150831,4.0378
000990.SZ,20150831,3.1301
000993.SZ,20150831,2.329
000995.SZ,20150831,17.4118
000996.SZ,20150831,11.1784
000997.SZ,20150831,8.5327
000998.SZ,20150831,10.5364
000999.SZ,20150831,3.6508
001696.SZ,20150831,4.4436
001896.SZ,20150831,3.2761
002001.SZ,20150831,2.4317
002002.SZ,20150831,10.2049
002003.SZ,20150831,3.8607
002004.SZ,20150831,2.6339
002005.SZ,20150831,1.7504
002006.SZ,20150831,4.0076
002007.SZ,20150831,6.7696
002008.SZ,20150831,5.2755
002009.SZ,20150831,3.1834
002010.SZ,20150831,3.6788
002011.SZ,20150831,2.2766
002012.SZ,20150831,2.6937
002013.SZ,20150831,4.9943
002014.SZ,20150831,2.9638
002015.SZ,20150831,8.2163
002016.SZ,20150831,3.6158
002017.SZ,20150831,5.7855
002018.SZ,20150831,19.3908
002019.SZ,20150831,4.4906
002020.SZ,20150831,5.0078
002021.SZ,20150831,3.9517
002022.SZ,20150831,6.8694
002023.SZ,20150831,6.7519
002024.SZ,20150831,3.5621
002025.SZ,20150831,6.1316
002026.SZ,20150831,2.4169
002027.SZ,20150831,8.3444
002028.SZ,20150831,2.2233
002029.SZ,20150831,1.5658
002030.SZ,20150831,32.2695
002031.SZ,20150831,2.684
002032.SZ,20150831,3.5531
002033.SZ,20150831,2.687
002034.SZ,20150831,5.0385
002035.SZ,20150831,2.8509
002036.SZ,20150831,5.3973
002037.SZ,20150831,4.4478
002038.SZ,20150831,5.7248
002039.SZ,20150831,2.4386
002040.SZ,20150831,5.8153
002041.SZ,20150831,6.5244
002042.SZ,20150831,1.9338
002043.SZ,20150831,7.5897
002044.SZ,20150831,6.7782
002045.SZ,20150831,2.6033
002046.SZ,20150831,2.3102
002047.SZ,20150831,5.1259
002048.SZ,20150831,1.368
002049.SZ,20150831,7.6487
002050.SZ,20150831,2.4678
002051.SZ,20150831,2.8128
002052.SZ,20150831,8.9443
002053.SZ,20150831,4.3122
002054.SZ,20150831,2.4062
002055.SZ,20150831,5.8588
002056.SZ,20150831,2.3164
002057.SZ,20150831,5.6338
002058.SZ,20150831,16.3502
002059.SZ,20150831,4.1682
002060.SZ,20150831,2.052
002061.SZ,20150831,3.2089
002062.SZ,20150831,2.4833
002063.SZ,20150831,5.8941
002064.SZ,20150831,3.2035
002065.SZ,20150831,3.8612
002066.SZ,20150831,11.152
002067.SZ,20150831,2.0245
002068.SZ,20150831,1.8744
002069.SZ,20150831,12.4143
002070.SZ,20150831,12.6505
002071.SZ,20150831,8.5309
002072.SZ,20150831,27.357
002073.SZ,20150831,2.3478
002074.SZ,20150831,8.7797
002075.SZ,20150831,22.3725
002076.SZ,20150831,6.5799
002077.SZ,20150831,2.7451
002078.SZ,20150831,1.8851
002079.SZ,20150831,3.7081
002080.SZ,20150831,3.4191
002081.SZ,20150831,3.4565
002082.SZ,20150831,2.0434
002083.SZ,20150831,2.0109
002084.SZ,20150831,4.9925
002085.SZ,20150831,6.3265
002086.SZ,20150831,2.6377
002087.SZ,20150831,1.7875
002088.SZ,20150831,2.2072
002089.SZ,20150831,4.362
002090.SZ,20150831,6.2964
002091.SZ,20150831,5.8474
002092.SZ,20150831,1.3387
002093.SZ,20150831,7.8326
002094.SZ,20150831,6.3579
002095.SZ,20150831,22.0424
002096.SZ,20150831,2.6095
002097.SZ,20150831,4.138
002098.SZ,20150831,4.1435
002099.SZ,20150831,4.4181
002100.SZ,20150831,3.6115
002101.SZ,20150831,2.3474
002102.SZ,20150831,2.7385
002103.SZ,20150831,4.2254
002104.SZ,20150831,8.2409
002105.SZ,20150831,4.8654
002106.SZ,20150831,2.9352
002107.SZ,20150831,11.8635
002108.SZ,20150831,4.8684
002109.SZ,20150831,2.7752
002110.SZ,20150831,2.2167
002111.SZ,20150831,5.6866
002112.SZ,20150831,8.0221
002113.SZ,20150831,29.9616
002114.SZ,20150831,3.7674
002115.SZ,20150831,4.1992
002116.SZ,20150831,8.4237
002117.SZ,20150831,8.6032
002118.SZ,20150831,4.3471
002119.SZ,20150831,5.4894
002120.SZ,20150831,3.8541
002121.SZ,20150831,3.939
002122.SZ,20150831,1.7705
002123.SZ,20150831,4.0076
002124.SZ,20150831,8.4311
002125.SZ,20150831,6.4674
002126.SZ,20150831,2.4943
002127.SZ,20150831,12.4359
002128.SZ,20150831,1.8092
002129.SZ,20150831,4.3605
002130.SZ,20150831,5.2835
002131.SZ,20150831,7.7801
002132.SZ,20150831,2.303
002133.SZ,20150831,1.9414
002134.SZ,20150831,3.8025
002135.SZ,20150831,3.4003
002136.SZ,20150831,4.3805
002137.SZ,20150831,10.5288
002138.SZ,20150831,3.5474
002139.SZ,20150831,4.4615
002140.SZ,20150831,4.1558
002141.SZ,20150831,9.7702
002142.SZ,20150831,1.3304
002143.SZ,20150831,21.813
002144.SZ,20150831,2.0104
002145.SZ,20150831,2.6618
002146.SZ,20150831,2.236
002147.SZ,20150831,5.7184
002148.SZ,20150831,3.1356
002149.SZ,20150831,3.333
002150.SZ,20150831,3.9361
002151.SZ,20150831,6.1381
002152.SZ,20150831,6.0667
002153.SZ,20150831,14.9504
002154.SZ,20150831,2.6294
002155.SZ,20150831,2.5966
002156.SZ,20150831,3.5354
002157.SZ,20150831,4.9502
002158.SZ,20150831,2.6424
002159.SZ,20150831,3.5233
