code,date,p2b,cur_tmv,cur_cmv
000001.SZ,20121130,0.8075,6557888.533,3974859.1
000002.SZ,20121130,1.7082,9620808.941,8454281.526
000004.SZ,20121130,8.1158,60799.1192,60725.8323
000005.SZ,20121130,3.5637,230412.069,230263.2378
000006.SZ,20121130,1.5813,496283.8932,488432.4506
000007.SZ,20121130,10.0499,291709.2535,233611.2535
000008.SZ,20121130,9.781,72327.4503,72327.3619
000009.SZ,20121130,2.9525,839877.9073,831178.6298
000010.SZ,20121130,49.3891,223760.5559,103182.2336
000011.SZ,20121130,2.6045,339112.1033,83037.1686
000012.SZ,20121130,2.0384,1415378.852,887823.9956
000014.SZ,20121130,2.4327,131108.3716,131108.3716
000016.SZ,20121130,0.8472,339520.3025,169176.0187
000017.SZ,20121130,,231014.7898,111221.4563
000018.SZ,20121130,9.7492,109942.5314,64818.2945
000019.SZ,20121130,1.811,176633.7084,142720.1551
000020.SZ,20121130,5.2787,149509.1279,34148.6624
000021.SZ,20121130,1.382,546181.0013,545608.3872
000022.SZ,20121130,1.6319,583511.1757,420634.7735
000023.SZ,20121130,2.5032,80894.8879,61633.2419
000024.SZ,20121130,1.8209,4095761.7,1632003.617
000025.SZ,20121130,7.5878,128864.736,104887.3082
000026.SZ,20121130,1.7215,245087.1509,92409.9134
000027.SZ,20121130,0.972,1461575.902,1461575.902
000028.SZ,20121130,4.9013,812005.0092,657327.4268
000029.SZ,20121130,2.0909,332836.14,293356.14
000030.SZ,20121130,,248329.62,154695.7873
000031.SZ,20121130,1.5754,672894.4221,672890.1493
000032.SZ,20121130,1.9787,142280.0995,142252.5092
000033.SZ,20121130,4.2647,121549.3565,121549.3565
000034.SZ,20121130,14.9044,123858.8417,117662.2506
000035.SZ,20121130,,231468.2911,231468.2911
000036.SZ,20121130,1.804,320307.9979,320307.9979
000037.SZ,20121130,1.5052,233871.8872,131490.8767
000039.SZ,20121130,1.3065,2492002.704,1152725.667
000040.SZ,20121130,1.7267,192063.6859,189845.9545
000042.SZ,20121130,1.5491,438217.3632,438093.4502
000043.SZ,20121130,1.2625,345486.0135,345482.2839
000045.SZ,20121130,1.4881,196528.7598,136222.9109
000046.SZ,20121130,2.1232,1722663.848,1718432.955
000048.SZ,20121130,6.5524,256735.0168,249567.1587
000049.SZ,20121130,12.7012,389005.3019,388885.3642
000050.SZ,20121130,2.6738,368086.2375,368071.815
000055.SZ,20121130,2.6789,292924.1332,162870.6044
000056.SZ,20121130,,256245.3734,138287.0707
000058.SZ,20121130,2.4634,294299.6288,201863.3355
000059.SZ,20121130,0.972,659077.9955,659077.9955
000060.SZ,20121130,2.7781,1532765.074,1531513.554
000061.SZ,20121130,1.8851,614191.4742,608186.9514
000062.SZ,20121130,2.7084,362820.6896,90797.5919
000063.SZ,20121130,1.1847,2666060.466,2164703.934
000065.SZ,20121130,2.6125,147005.5936,147005.5936
000066.SZ,20121130,1.2915,395754.5719,171673.8609
000068.SZ,20121130,17.1704,370325.3146,370323.8836
000069.SZ,20121130,2.3674,4159297.18,1781357.533
000070.SZ,20121130,1.7173,144000.0,136922.6195
000078.SZ,20121130,4.1439,353660.6287,353147.9498
000088.SZ,20121130,1.5992,708903.0,708841.4855
000089.SZ,20121130,0.8097,583137.7611,583117.4799
000090.SZ,20121130,0.9858,318458.6577,318455.9594
000096.SZ,20121130,1.0226,183744.0,177775.104
000099.SZ,20121130,1.9288,345652.8,345652.8
000100.SZ,20121130,1.5711,1788482.174,1675154.989
000150.SZ,20121130,1.8573,130896.0,130896.0
000151.SZ,20121130,2.2705,198306.6,178584.4579
000153.SZ,20121130,2.0076,146905.198,130540.538
000155.SZ,20121130,1.3622,168730.0,168730.0
000156.SZ,20121130,11.6134,913822.4331,53258.4631
000157.SZ,20121130,1.5151,6126233.47,4987878.511
000158.SZ,20121130,0.9336,220690.327,220690.327
000159.SZ,20121130,1.3841,274249.3976,274249.3976
000301.SZ,20121130,1.3128,350852.0962,350852.0962
000338.SZ,20121130,1.7744,4412476.373,1830327.174
000400.SZ,20121130,2.4625,647601.664,453979.2234
000401.SZ,20121130,1.3467,1576601.809,1418316.807
000402.SZ,20121130,0.9192,1737543.81,1737252.828
000404.SZ,20121130,2.3847,157097.3095,110094.8571
000407.SZ,20121130,3.0301,366166.8728,363722.1156
000408.SZ,20121130,10.1,176611.05,176611.05
000409.SZ,20121130,34.5242,144125.6585,142178.6476
000410.SZ,20121130,1.8366,283644.8597,280397.181
000411.SZ,20121130,3.3398,150193.7609,147430.6149
000413.SZ,20121130,11.7746,410959.0,303464.6636
000415.SZ,20121130,0.9921,701896.8935,240830.3122
000416.SZ,20121130,3.4817,256362.0601,256270.1234
000417.SZ,20121130,1.6389,424257.0048,423398.6316
000418.SZ,20121130,1.2541,454758.7023,153854.2091
000419.SZ,20121130,1.3379,218520.2273,218370.426
000420.SZ,20121130,2.4791,111585.9519,93899.98
000421.SZ,20121130,1.676,145245.5333,145226.9842
000422.SZ,20121130,1.3808,810773.6409,701322.6309
000423.SZ,20121130,6.2006,2452580.764,2451693.671
000425.SZ,20121130,1.2506,2075134.703,2066793.31
000426.SZ,20121130,2.6114,440570.5262,421243.4383
000428.SZ,20121130,1.6638,266002.62,266002.62
000429.SZ,20121130,0.8629,364564.1469,135648.9059
000430.SZ,20121130,6.45,236455.5048,123334.6705
000488.SZ,20121130,0.5606,748522.6766,294457.2234
000501.SZ,20121130,2.1509,501161.6069,501112.9114
000502.SZ,20121130,4.9577,96845.4741,96064.4652
000503.SZ,20121130,5.8498,727147.163,552401.7829
000504.SZ,20121130,14.5537,178220.2714,177304.2706
000505.SZ,20121130,3.6958,112660.7867,95157.5521
000506.SZ,20121130,4.1671,551217.2052,548256.8103
000507.SZ,20121130,1.2889,237841.2213,209049.6031
000509.SZ,20121130,,256510.142,154721.0914
000510.SZ,20121130,3.0839,292407.4819,292377.5256
000511.SZ,20121130,2.7165,435371.6681,435368.0286
000513.SZ,20121130,3.2536,949267.1449,570317.7147
000514.SZ,20121130,1.2296,313729.3862,313729.3862
000516.SZ,20121130,2.4432,289648.4067,289568.5205
000517.SZ,20121130,3.0033,730179.5566,106469.1538
000518.SZ,20121130,4.8765,360344.6777,360337.4926
000519.SZ,20121130,5.1694,177772.848,177069.768
000520.SZ,20121130,,172728.9096,171301.0291
000521.SZ,20121130,0.8725,254325.1553,177957.5084
000522.SZ,20121130,5.0012,798798.4324,798771.4041
000523.SZ,20121130,2.0153,204330.0869,204281.2034
000524.SZ,20121130,2.5991,156950.119,156948.8491
000525.SZ,20121130,1.6226,479855.5192,261491.4744
000526.SZ,20121130,4.9097,80034.329,80034.329
000527.SZ,20121130,1.4515,3106831.143,3106831.143
000528.SZ,20121130,0.9823,917072.3408,904834.3791
000529.SZ,20121130,4.4464,364285.1659,166670.6521
000530.SZ,20121130,1.1467,204758.7604,126189.7305
000531.SZ,20121130,1.4421,319248.5941,315207.6006
000532.SZ,20121130,3.7172,237504.0463,236031.4162
000533.SZ,20121130,2.3068,243858.048,239579.2249
000534.SZ,20121130,2.1409,221961.2879,94809.135
000536.SZ,20121130,4.9104,1230066.597,251868.8151
000537.SZ,20121130,2.6727,291736.3036,291733.1456
000538.SZ,20121130,6.6802,4387069.881,4386924.923
000539.SZ,20121130,1.3959,1485446.554,1056242.233
000540.SZ,20121130,3.2203,744268.7539,743957.4503
000541.SZ,20121130,2.0395,562674.1534,354287.5541
000543.SZ,20121130,1.2005,485449.5364,485446.6307
000544.SZ,20121130,3.0199,227424.0704,227424.0704
000546.SZ,20121130,6.7223,103229.4457,89059.0218
000547.SZ,20121130,1.5984,252133.2285,199637.9266
000548.SZ,20121130,1.2564,186706.7133,148774.815
000550.SZ,20121130,1.5913,1232669.592,737465.0388
000551.SZ,20121130,1.7158,217243.6599,210362.8975
000552.SZ,20121130,1.3356,278900.16,277591.1466
000553.SZ,20121130,2.2197,268453.2954,164471.933
000554.SZ,20121130,2.369,211068.2675,159203.224
000555.SZ,20121130,,53651.5866,53651.5866
000557.SZ,20121130,67.9342,480293.7972,461717.7628
000558.SZ,20121130,2.535,213661.2419,212902.5561
000559.SZ,20121130,1.7801,642085.2203,640854.9951
000560.SZ,20121130,1.1104,110398.7322,62110.9808
000561.SZ,20121130,3.2385,265746.7366,118118.6877
000562.SZ,20121130,1.9937,2893899.47,2128920.714
000563.SZ,20121130,1.8894,602706.3731,373456.9951
000564.SZ,20121130,1.1073,204944.0241,115510.8389
000565.SZ,20121130,2.6272,116376.1518,116376.1518
000566.SZ,20121130,2.9056,401599.0478,383168.7517
000567.SZ,20121130,6.0828,120960.0,105349.4872
000568.SZ,20121130,5.6626,4682801.126,4678325.188
000570.SZ,20121130,1.548,277880.2914,203630.2914
000571.SZ,20121130,2.42,330492.736,330286.7936
000572.SZ,20121130,0.6603,434184.0165,433399.8261
000573.SZ,20121130,1.684,242251.93,242069.1863
000576.SZ,20121130,9.6549,187259.5679,148208.7189
000581.SZ,20121130,2.2812,1907775.856,1147255.381
000582.SZ,20121130,2.7854,112987.4742,112627.4083
000584.SZ,20121130,1.4398,225703.3569,224707.8592
000585.SZ,20121130,7.0538,177294.11,123712.4585
000586.SZ,20121130,4.3782,82018.56,82018.56
000587.SZ,20121130,5.9919,594462.7612,267195.7723
000589.SZ,20121130,0.979,212673.3722,212648.5564
000590.SZ,20121130,4.787,184694.9578,184616.3597
000591.SZ,20121130,3.9879,162856.1729,162855.1126
000592.SZ,20121130,3.5283,351673.9191,347082.8488
000593.SZ,20121130,3.6466,117698.2981,117596.898
000594.SZ,20121130,0.9884,304729.466,262648.257
000595.SZ,20121130,4.9813,112100.7657,112092.0258
000596.SZ,20121130,4.3626,1386410.8,1056048.322
000597.SZ,20121130,1.0815,189604.0789,188006.6459
000598.SZ,20121130,1.9061,793657.3296,461378.099
000599.SZ,20121130,1.0904,165320.9706,165315.2124
000600.SZ,20121130,1.2489,367291.3686,367259.2758
000601.SZ,20121130,0.9389,298027.6374,270210.401
000602.SZ,20121130,2.6803,891077.9471,184460.2929
000603.SZ,20121130,14.1148,859490.7112,106519.3296
000605.SZ,20121130,18.81,102361.05,102361.05
000606.SZ,20121130,2.8423,184713.438,178980.438
000607.SZ,20121130,5.5539,194605.066,194605.066
000608.SZ,20121130,1.423,379456.1344,379456.1344
000609.SZ,20121130,1.5693,157096.3401,153313.727
000610.SZ,20121130,2.4019,110375.5725,109243.8492
000611.SZ,20121130,1.9673,124223.3005,123158.8264
000612.SZ,20121130,1.7095,435519.7073,435511.7484
000613.SZ,20121130,13.408,109230.0,77677.2
000615.SZ,20121130,1.4359,92502.9871,92494.345
000616.SZ,20121130,1.0909,423111.0175,423111.0175
000617.SZ,20121130,2.9748,211341.312,211340.0434
000619.SZ,20121130,1.2415,266040.0,266040.0
000620.SZ,20121130,2.8512,709498.9682,114118.6169
000623.SZ,20121130,1.2186,1157403.332,976445.2558
000625.SZ,20121130,1.6075,2387397.687,1734412.482
000626.SZ,20121130,3.1454,123930.0,123550.9602
000627.SZ,20121130,2.5735,351933.3652,351933.3652
000628.SZ,20121130,7.8971,131029.56,112081.3501
000629.SZ,20121130,1.7542,2714359.8,1506447.599
000630.SZ,20121130,2.2298,2338543.033,2338496.906
000631.SZ,20121130,2.1119,549938.1301,549938.1301
000632.SZ,20121130,2.5424,143845.5471,143703.2591
000633.SZ,20121130,11.2023,231063.8238,109911.9996
000635.SZ,20121130,0.7947,209433.533,122340.6738
000636.SZ,20121130,1.6324,354941.179,354925.309
000637.SZ,20121130,2.4234,179356.9978,126437.4968
000638.SZ,20121130,4.9506,97925.1,97925.1
000639.SZ,20121130,2.3011,224480.8181,103041.5877
000650.SZ,20121130,2.9829,449765.1157,429079.9109
000651.SZ,20121130,2.8578,7059460.185,6958063.819
000652.SZ,20121130,2.3063,475134.7803,471212.0147
000655.SZ,20121130,1.9296,540568.9288,376644.7542
000656.SZ,20121130,1.8739,1223418.294,384942.5385
000659.SZ,20121130,1.3606,314997.1174,314997.1174
000661.SZ,20121130,8.8705,701940.5167,701925.417
000662.SZ,20121130,2.1813,134778.9456,134777.3535
000663.SZ,20121130,4.4452,148217.7647,122017.509
000665.SZ,20121130,1.3333,319173.0856,112613.9313
000666.SZ,20121130,1.4939,566968.2,213475.9662
000667.SZ,20121130,0.9544,508236.8194,504239.6894
000668.SZ,20121130,1.6469,110571.9432,110453.1183
000669.SZ,20121130,17.4772,249300.975,204485.6799
000671.SZ,20121130,3.4775,661966.8481,657956.8821
000673.SZ,20121130,393.4783,112155.12,112155.12
000676.SZ,20121130,3.2115,85252.9954,85096.3574
000677.SZ,20121130,,254009.5167,253987.2021
000678.SZ,20121130,1.992,104173.6098,104172.3929
000679.SZ,20121130,1.6334,228096.0,228059.1322
000680.SZ,20121130,1.0802,448666.2372,375631.5431
000682.SZ,20121130,1.9975,276820.1842,276775.895
000683.SZ,20121130,1.4207,336302.5246,336302.5246
000685.SZ,20121130,1.088,646307.0685,543341.9563
000686.SZ,20121130,1.8526,1330872.902,869464.9293
000687.SZ,20121130,1.6045,259777.3825,220066.5849
000690.SZ,20121130,1.9537,680285.325,670722.0049
000691.SZ,20121130,11.937,174565.8,156862.602
000692.SZ,20121130,0.8929,110296.426,110281.9654
000695.SZ,20121130,4.5648,122403.294,122165.7182
000697.SZ,20121130,10.0476,483018.9664,133122.9704
000698.SZ,20121130,0.8358,258423.0544,245165.5938
000700.SZ,20121130,1.2931,147104.7536,147104.7536
000701.SZ,20121130,2.093,171538.5,171534.8857
000702.SZ,20121130,2.2499,102387.6772,102385.9165
000703.SZ,20121130,2.0598,1076297.255,244419.7696
000705.SZ,20121130,1.8408,201142.2182,119473.2944
000707.SZ,20121130,1.0587,214435.3434,214434.2323
000708.SZ,20121130,0.9507,278183.8491,276771.2589
000709.SZ,20121130,0.5804,2484754.124,1190916.075
000710.SZ,20121130,10.5045,122774.4,122774.4
000711.SZ,20121130,3.049,111341.6928,111341.6928
000712.SZ,20121130,2.0691,459200.0,229542.9731
000713.SZ,20121130,2.5122,288415.3091,288413.0288
