code,date,p2b,cur_tmv,cur_cmv
000001.SZ,20100831,2.0059,6102259.097,5437498.671
000002.SZ,20100831,2.3277,9257967.004,8130419.284
000004.SZ,20100831,14.6742,94977.6296,79517.6818
000005.SZ,20100831,6.4875,445280.4666,444992.8444
000006.SZ,20100831,3.09,622313.8625,606060.6107
000007.SZ,20100831,,145197.81,145197.81
000008.SZ,20100831,12.3823,90814.4055,90814.2945
000009.SZ,20100831,5.4816,1221640.593,1199854.804
000010.SZ,20100831,49.1911,215086.5264,99182.3938
000011.SZ,20100831,6.777,533997.2664,125204.619
000012.SZ,20100831,5.7942,3214764.201,1518952.639
000014.SZ,20100831,4.7607,249509.3163,249508.1424
000016.SZ,20100831,1.653,647737.3148,322751.5854
000017.SZ,20100831,,361132.9053,76075.778
000018.SZ,20100831,11.2628,164913.7971,97227.4417
000019.SZ,20100831,7.0149,211394.6283,164113.026
000020.SZ,20100831,11.5119,310061.5436,70819.6692
000021.SZ,20100831,4.5524,1709784.004,1707991.473
000022.SZ,20100831,3.1194,920722.6064,663719.8415
000023.SZ,20100831,4.0826,121827.9787,86720.4235
000024.SZ,20100831,1.8983,3261153.655,1227552.423
000025.SZ,20100831,14.6962,251781.8688,204933.6638
000026.SZ,20100831,5.0561,370237.2285,118127.2564
000027.SZ,20100831,1.7875,2356670.005,640563.1633
000028.SZ,20100831,10.047,919772.8848,744563.0025
000029.SZ,20100831,4.5308,585751.14,516271.14
000030.SZ,20100831,,261596.94,60178.4333
000031.SZ,20100831,2.6491,1360298.697,1360287.18
000032.SZ,20100831,3.2052,230069.9482,230025.334
000033.SZ,20100831,8.3744,231569.6412,231569.6412
000034.SZ,20100831,,315016.7073,178850.2558
000035.SZ,20100831,,91203.9885,51918.6765
000036.SZ,20100831,3.8654,574306.6208,574306.6208
000037.SZ,20100831,2.3433,373110.0469,209776.1022
000039.SZ,20100831,2.6015,3738004.056,1728741.22
000040.SZ,20100831,3.6726,285043.1719,222148.9853
000042.SZ,20100831,1.9313,399184.8877,399027.3445
000043.SZ,20100831,1.5096,258781.0294,129001.826
000045.SZ,20100831,3.46,458006.2365,266179.4967
000046.SZ,20100831,2.8119,2167001.746,426293.339
000048.SZ,20100831,,184052.044,178909.4687
000049.SZ,20100831,34.4381,473155.2353,473009.3526
000050.SZ,20100831,4.4379,527724.2625,286900.261
000055.SZ,20100831,4.1656,550021.1984,253560.5044
000056.SZ,20100831,12.418,253373.658,136369.3901
000058.SZ,20100831,4.7091,495992.9743,340207.0081
000059.SZ,20100831,1.9498,1244925.103,1022715.547
000060.SZ,20100831,6.1081,2527896.017,2525250.425
000061.SZ,20100831,4.6265,1429424.603,1207604.366
000062.SZ,20100831,3.993,645607.4035,161533.8045
000063.SZ,20100831,3.4098,7120961.503,5645054.895
000065.SZ,20100831,9.4197,406417.6742,406417.6742
000066.SZ,20100831,3.8615,881404.0596,881225.6577
000068.SZ,20100831,26.5931,532622.8496,361658.401
000069.SZ,20100831,3.5487,4086333.596,1694878.862
000070.SZ,20100831,3.3119,239750.0,227948.8922
000078.SZ,20100831,12.9795,858703.6667,857458.8596
000088.SZ,20100831,2.1005,855315.0,279030.1365
000089.SZ,20100831,1.8617,1020906.893,394487.6293
000090.SZ,20100831,1.9429,550704.2461,525916.2801
000096.SZ,20100831,2.0191,336864.0,325871.0456
000099.SZ,20100831,3.3588,513086.4,273753.9081
000100.SZ,20100831,1.6686,1665577.001,1100980.283
000150.SZ,20100831,2.7629,202176.0,104185.7756
000151.SZ,20100831,5.7067,487775.04,439264.4576
000153.SZ,20100831,3.4284,237648.4088,211175.3128
000155.SZ,20100831,1.7625,309260.0,309260.0
000157.SZ,20100831,3.8117,5380979.344,4565746.728
000158.SZ,20100831,2.7926,649850.344,649850.344
000159.SZ,20100831,6.6796,734699.7019,734699.7019
000301.SZ,20100831,2.4192,611554.6954,611554.6954
000338.SZ,20100831,4.4126,6497756.327,2695316.411
000400.SZ,20100831,4.9722,1158647.136,808754.4097
000401.SZ,20100831,3.7374,2704478.469,2702096.974
000402.SZ,20100831,1.3636,2131064.186,2130611.985
000404.SZ,20100831,6.0395,334967.817,234747.7118
000407.SZ,20100831,3.6787,376554.5858,374028.5795
000408.SZ,20100831,19.2322,217988.496,217988.496
000409.SZ,20100831,35.934,139669.9306,137602.036
000410.SZ,20100831,4.8608,721112.5086,709412.9104
000411.SZ,20100831,10.493,200396.6478,196711.1163
000413.SZ,20100831,24.4721,502496.0,371058.3771
000415.SZ,20100831,13.5987,327966.7307,327922.009
000416.SZ,20100831,6.4215,452090.7699,451928.6409
000417.SZ,20100831,8.4289,918189.4392,916176.049
000418.SZ,20100831,4.6896,950182.7436,604006.1885
000419.SZ,20100831,5.0093,392787.2509,392510.8557
000420.SZ,20100831,2.4563,206906.8328,172038.9414
000421.SZ,20100831,3.6467,240903.6085,240872.8431
000422.SZ,20100831,3.9967,980619.518,980103.4533
000423.SZ,20100831,11.6149,2864614.332,2863570.95
000425.SZ,20100831,5.5508,3095042.515,1258447.001
000426.SZ,20100831,3.6241,413414.6985,226780.6486
000428.SZ,20100831,4.339,583989.12,545477.4864
000429.SZ,20100831,1.7822,661243.9354,245179.2662
000430.SZ,20100831,,147203.694,124383.0015
000488.SZ,20100831,1.1437,1484673.078,582920.3002
000501.SZ,20100831,6.2441,989134.7505,989038.6409
000502.SZ,20100831,6.6936,164489.4502,163162.9275
000503.SZ,20100831,6.9245,889833.9828,675992.2934
000504.SZ,20100831,20.5355,291944.7452,290444.2334
000505.SZ,20100831,4.1553,222761.1009,188152.4325
000506.SZ,20100831,6.1825,482315.0546,153057.6818
000507.SZ,20100831,2.8042,369837.2342,325073.7635
