code,date,p2b,cur_tmv,cur_cmv
000001.SZ,20130531,1.2116,10753912.5232,6518146.4882
000002.SZ,20130531,2.0733,13187092.711,11580103.5987
000004.SZ,20130531,12.5861,98504.6503,98385.9134
000005.SZ,20130531,3.7377,251441.7419,251279.3269
000006.SZ,20130531,1.8133,642854.784,636168.065
000007.SZ,20130531,14.0631,392410.1517,314028.9564
000008.SZ,20130531,4.8596,264740.6301,128451.0378
000009.SZ,20130531,4.7051,1414703.4361,1400073.0245
000010.SZ,20130531,68.6819,350930.6484,161823.9104
000011.SZ,20130531,2.9739,517309.8519,152537.3064
000012.SZ,20130531,3.469,2291170.4582,1439220.3154
000014.SZ,20130531,3.4647,201906.8922,201906.8922
000016.SZ,20130531,1.0175,412962.6375,205770.8313
000017.SZ,20130531,,231014.7898,122772.1956
000018.SZ,20130531,13.8409,160685.2382,94734.4304
000019.SZ,20130531,2.2119,213516.0311,172521.0965
000020.SZ,20130531,6.6508,186886.4098,42685.828
000021.SZ,20130531,1.8965,757265.4463,756436.0157
000022.SZ,20130531,2.2207,845930.0138,609804.2242
000023.SZ,20130531,2.9457,96851.8555,96851.8555
000024.SZ,20130531,2.0733,4911479.4386,1957005.3217
000025.SZ,20130531,7.6658,144945.2928,117975.81
000026.SZ,20130531,2.2969,340136.9754,128248.3735
000027.SZ,20130531,1.0255,1551437.7116,562551.4353
000028.SZ,20130531,4.7431,910552.104,737102.4374
000029.SZ,20130531,2.3698,388477.44,342397.44
000030.SZ,20130531,3.0433,1032462.6363,147056.1108
000031.SZ,20130531,1.6583,801669.3654,801664.2749
000032.SZ,20130531,2.322,213769.4458,213727.9926
000033.SZ,20130531,5.1626,136043.0467,136043.0467
000034.SZ,20130531,16.8424,148201.0418,140786.6235
000035.SZ,20130531,,231468.2911,231468.2911
000036.SZ,20130531,2.1153,380997.9344,380997.9344
000037.SZ,20130531,1.8068,268229.3552,150807.8353
000038.SZ,20130531,7.008,109892.3737,28415.2417
000039.SZ,20130531,1.7384,3407866.9453,1576376.9805
000040.SZ,20130531,1.8366,222117.6612,219552.901
000042.SZ,20130531,2.3018,647747.5232,647564.3622
000043.SZ,20130531,1.4481,414850.0008,414845.5224
000045.SZ,20130531,2.1553,489806.628,225560.8815
000046.SZ,20130531,3.1146,2675142.0078,2668571.8107
000048.SZ,20130531,8.4852,350128.7292,340353.3853
000049.SZ,20130531,18.6569,770074.5125,769837.084
000050.SZ,20130531,7.4024,1015251.9,1015212.12
000055.SZ,20130531,3.7033,411002.0784,228523.8713
000056.SZ,20130531,,558659.0943,301489.6568
000058.SZ,20130531,2.8975,352374.7555,241697.7004
000059.SZ,20130531,0.9706,702296.2247,702296.2247
000060.SZ,20130531,3.2915,1875213.2599,1873682.1276
000061.SZ,20130531,2.5489,1240480.7798,1001316.8051
000062.SZ,20130531,2.9209,430849.5689,430844.7239
000063.SZ,20130531,1.9882,4344818.5393,3535430.0387
000065.SZ,20130531,3.2115,207107.328,207107.328
000066.SZ,20130531,1.681,475170.2051,206117.7391
000068.SZ,20130531,26.4397,592699.8377,592697.5473
000069.SZ,20130531,2.2913,4675573.5779,2002470.0937
000070.SZ,20130531,2.5484,253385.0,222082.0939
000078.SZ,20130531,4.0694,586102.7979,521903.1509
000088.SZ,20130531,1.7211,767169.0,767140.4798
000089.SZ,20130531,0.8995,674411.4976,674388.042
000090.SZ,20130531,1.1931,459102.8599,459098.9699
000096.SZ,20130531,1.4051,251856.0,243674.496
000099.SZ,20130531,2.1291,425774.4,425774.4
000100.SZ,20130531,2.0426,2458103.4619,2298225.7038
000150.SZ,20130531,2.6275,185328.0,185328.0
000151.SZ,20130531,2.7504,252174.96,227095.4599
000153.SZ,20130531,2.8816,284984.943,210944.2676
000155.SZ,20130531,1.9445,249100.0,249100.0
000156.SZ,20130531,21.6345,1960384.9795,114253.1495
000157.SZ,20130531,1.3145,5440403.5593,4429487.0801
000158.SZ,20130531,1.2237,294733.01,294733.01
000159.SZ,20130531,1.5115,317551.934,317551.934
000301.SZ,20130531,1.451,398363.3175,398363.3175
000338.SZ,20130531,1.8008,4606409.4083,2041712.9303
000400.SZ,20130531,5.2543,1489029.9008,1121529.9829
000401.SZ,20130531,1.352,1518658.3241,1366232.9907
000402.SZ,20130531,0.9199,1819274.9652,1818297.3594
000403.SZ,20130531,17.6156,432580.6496,257656.2551
000404.SZ,20130531,1.9869,355920.8341,206425.7015
000407.SZ,20130531,4.2351,465499.3755,462391.4129
000408.SZ,20130531,10.7248,186955.4115,186955.4115
000409.SZ,20130531,7.5822,723245.2979,258660.322
000410.SZ,20130531,1.7199,473826.4772,333780.1419
000411.SZ,20130531,4.1831,207449.946,203638.446
000413.SZ,20130531,2.2029,1192863.0,373603.7471
000415.SZ,20130531,1.3221,951939.729,326608.764
000416.SZ,20130531,3.7762,312740.4385,312628.2834
000417.SZ,20130531,1.8518,520962.6456,519908.6137
000418.SZ,20130531,1.5791,599598.4003,208844.5488
000419.SZ,20130531,1.4891,254940.2652,254803.002
000420.SZ,20130531,2.8375,133903.1423,112680.9573
000421.SZ,20130531,1.8264,164236.4747,164215.5003
000422.SZ,20130531,1.3358,835913.9089,813438.5746
000423.SZ,20130531,6.227,2882926.9351,2881884.1874
000425.SZ,20130531,1.185,2163833.3035,2155135.37
000426.SZ,20130531,2.8137,478671.5558,457673.0398
000428.SZ,20130531,2.3492,365933.334,365933.334
000429.SZ,20130531,0.9394,401020.5616,149251.9084
000430.SZ,20130531,7.5971,275918.2281,143920.1348
000488.SZ,20130531,0.6172,853687.0196,457032.0095
000498.SZ,20130531,2.93,601514.6768,236600.8929
000501.SZ,20130531,2.3214,601596.8277,601538.3734
000502.SZ,20130531,5.8166,111261.4034,110364.1375
000503.SZ,20130531,12.4025,1562152.9906,1186742.0255
000504.SZ,20130531,15.9883,191929.523,190943.0606
000505.SZ,20130531,7.1573,146800.419,123993.1739
000506.SZ,20130531,3.7794,575991.0118,572897.5658
000507.SZ,20130531,1.3256,319764.0722,311114.4297
000509.SZ,20130531,,372764.7385,224843.2234
000510.SZ,20130531,4.1825,418508.2085,418465.3335
000511.SZ,20130531,3.2674,531222.7251,531218.2842
000513.SZ,20130531,4.16,1312413.5792,788495.3327
000514.SZ,20130531,1.3059,335207.1926,335207.1926
000516.SZ,20130531,2.5156,311764.4181,307834.4828
000517.SZ,20130531,2.2612,653765.4169,136931.2092
000518.SZ,20130531,5.8763,436531.8381,436523.1338
000519.SZ,20130531,7.2889,249264.2944,248278.4704
000520.SZ,20130531,,188247.5225,186691.356
000521.SZ,20130531,1.022,306259.4212,214753.5999
000523.SZ,20130531,3.9224,401537.5564,401367.6196
000524.SZ,20130531,2.9087,176366.6286,176365.2015
000525.SZ,20130531,2.855,882609.5173,480971.8266
000526.SZ,20130531,5.6953,92347.3027,92347.3027
000527.SZ,20130531,2.0391,4697474.5382,4697474.5382
000528.SZ,20130531,1.0042,940702.4257,928149.13
000529.SZ,20130531,4.5816,388220.5695,376336.8532
000530.SZ,20130531,1.7979,329014.0765,202766.4045
000531.SZ,20130531,1.6532,392894.9973,387921.8003
000532.SZ,20130531,5.6477,367114.3821,364838.1107
000533.SZ,20130531,3.1326,332282.496,326452.1449
000534.SZ,20130531,2.4793,290482.9762,121363.9912
000536.SZ,20130531,7.9575,1877322.5961,461294.8633
000537.SZ,20130531,2.8327,334804.5804,334800.9562
000538.SZ,20130531,8.4485,6248398.311,6248191.851
000539.SZ,20130531,1.4264,2375753.5037,1080112.1142
000540.SZ,20130531,3.9981,1061414.2024,1060735.191
000541.SZ,20130531,2.4134,729029.99,459946.8812
000543.SZ,20130531,1.2848,743540.9181,545741.7743
000544.SZ,20130531,4.2832,337363.6683,337363.6683
