code,date,p2b,cur_tmv,cur_cmv
000001.SZ,20110531,1.712,6154534.304,5484063.13
000002.SZ,20110531,1.94,8620244.811,7574137.738
000004.SZ,20110531,14.181,103123.368,103001.182
000005.SZ,20110531,5.1553,352932.7723,352704.8007
000006.SZ,20110531,2.1444,536346.2996,524872.3773
000007.SZ,20110531,6.6083,180845.8792,144827.8792
000008.SZ,20110531,11.246,83154.4718,83154.3702
000009.SZ,20110531,6.7724,1769197.358,1744844.467
000010.SZ,20110531,49.5008,215086.5264,99182.3967
000011.SZ,20110531,5.4432,631141.8584,150806.4121
000012.SZ,20110531,4.876,3317676.61,2039030.531
000014.SZ,20110531,3.1902,160355.6237,160354.8692
000016.SZ,20110531,1.3978,546603.6076,272359.1445
000017.SZ,20110531,,276776.6694,97274.2267
000018.SZ,20110531,8.9415,122628.2081,72297.3284
000019.SZ,20110531,6.0301,191019.2424,148294.9031
000020.SZ,20110531,8.6762,234174.3347,53486.636
000021.SZ,20110531,2.733,1146452.392,1145250.455
000022.SZ,20110531,2.7251,917498.7878,661395.8925
000023.SZ,20110531,3.5335,112947.5794,80406.5814
000024.SZ,20110531,1.5068,2828393.928,1126985.641
000025.SZ,20110531,14.1604,248918.208,202602.8347
000026.SZ,20110531,4.1616,530236.6245,150343.7814
000027.SZ,20110531,1.5187,2136420.472,2136420.472
000028.SZ,20110531,7.4134,844854.0408,683915.6402
000029.SZ,20110531,3.4151,495713.4,436913.4
000030.SZ,20110531,,261596.94,62342.6613
000031.SZ,20110531,2.3093,1053778.057,1053769.135
000032.SZ,20110531,2.6722,195140.3002,195102.4594
000033.SZ,20110531,7.214,207523.2915,207523.2915
000034.SZ,20110531,35.8521,256667.0217,145722.3107
000035.SZ,20110531,,139356.0942,79329.6882
000036.SZ,20110531,2.4927,424829.5551,424829.5551
000037.SZ,20110531,2.0238,335136.0034,188425.7073
000039.SZ,20110531,3.1206,5513822.222,2550016.429
000040.SZ,20110531,2.7708,255928.3834,237608.3147
000042.SZ,20110531,1.7095,411636.9658,411474.5082
000043.SZ,20110531,1.3428,264339.0412,264306.5815
000045.SZ,20110531,2.7383,373539.2524,217142.64
000046.SZ,20110531,2.6365,2062183.575,2050114.043
000048.SZ,20110531,,373965.6181,363516.6912
000049.SZ,20110531,12.0863,279815.6322,279729.3598
000050.SZ,20110531,5.0096,612711.4125,612693.4069
000055.SZ,20110531,4.6272,475339.4203,219132.1063
000056.SZ,20110531,105.4778,480018.2728,258120.483
000058.SZ,20110531,3.9463,432424.2545,296604.5276
000059.SZ,20110531,2.1383,1493429.921,1493429.921
000060.SZ,20110531,5.5676,2599305.509,2596585.183
000061.SZ,20110531,4.078,1262658.399,1066717.19
000062.SZ,20110531,2.8942,509549.6449,127533.8546
000063.SZ,20110531,3.2082,7450635.647,5913137.394
000065.SZ,20110531,6.2517,303270.103,303270.103
000066.SZ,20110531,2.9323,980783.0695,425303.3107
000068.SZ,20110531,24.0079,610633.267,610630.1208
000069.SZ,20110531,3.0975,4116786.881,1729583.849
000070.SZ,20110531,3.1269,241250.0,229375.0584
000078.SZ,20110531,8.6556,662950.5512,661989.5147
000088.SZ,20110531,2.1324,952425.0,310710.4141
000089.SZ,20110531,1.5909,944845.9488,365096.9946
000090.SZ,20110531,1.2315,490884.7965,490880.6373
000096.SZ,20110531,1.8556,318384.0,308041.344
000099.SZ,20110531,3.2566,529008.0,529008.0
000100.SZ,20110531,2.1826,2297055.304,1528349.294
000150.SZ,20110531,2.3881,176256.0,176256.0
000151.SZ,20110531,3.4506,305451.36,275073.3739
000153.SZ,20110531,3.1954,229588.1236,204012.9116
000155.SZ,20110531,2.1242,335110.0,335110.0
000157.SZ,20110531,2.7284,8476549.456,6901467.123
000158.SZ,20110531,1.9646,468697.372,468697.372
