code,date,p2b,cur_tmv,cur_cmv
000001.SZ,20100531,2.4594,5437614.517,5120124.075
000002.SZ,20100531,2.0748,7927546.567,6962044.43
000004.SZ,20100531,12.3726,75579.0156,63276.6699
000005.SZ,20100531,5.7311,398649.4527,398391.9511
000006.SZ,20100531,1.9978,415383.0916,404534.344
000007.SZ,20100531,,130030.6502,130030.6502
000008.SZ,20100531,13.8328,101346.8142,71160.817
000009.SZ,20100531,4.7261,1074389.271,1055229.448
000010.SZ,20100531,47.1575,215086.5264,99182.3938
000011.SZ,20100531,6.3776,423741.1344,99353.2189
000012.SZ,20100531,4.7209,2454806.003,1138133.619
000014.SZ,20100531,3.9982,213202.3827,213201.0456
000016.SZ,20100531,1.6082,629677.7242,313752.9352
000017.SZ,20100531,,306549.4585,64577.3017
000018.SZ,20100531,8.7858,121782.4963,71798.7262
000019.SZ,20100531,5.0086,154634.6248,120048.2549
000020.SZ,20100531,10.5625,278913.8086,63705.3645
000021.SZ,20100531,3.6482,1350940.448,1349524.127
000022.SZ,20100531,2.6958,804665.135,580057.6766
000023.SZ,20100531,3.7547,111282.5045,79215.711
000024.SZ,20100531,1.5921,2653229.277,998719.586
000025.SZ,20100531,13.2637,224687.232,182880.4349
000026.SZ,20100531,4.4434,326606.5787,104206.5359
000027.SZ,20100531,1.7186,2312620.099,628590.0201
000028.SZ,20100531,10.2894,912281.0004,738493.2893
000029.SZ,20100531,3.9675,489643.44,431563.44
000030.SZ,20100531,,261596.94,60178.4333
000031.SZ,20100531,2.1782,1271425.849,1271411.496
000032.SZ,20100531,2.7633,205386.3302,205346.5026
000033.SZ,20100531,7.033,196982.4259,196982.4259
000034.SZ,20100531,,315016.7073,165906.6006
000035.SZ,20100531,,87453.8245,49783.8625
000036.SZ,20100531,3.6127,538342.214,538342.214
000037.SZ,20100531,1.8542,323080.7515,181647.8042
000039.SZ,20100531,2.1976,3197537.657,1478787.895
000040.SZ,20100531,2.6488,241370.9891,188112.9793
000042.SZ,20100531,1.5786,328064.3648,327834.8268
000043.SZ,20100531,1.4948,257002.4656,128115.2155
000045.SZ,20100531,5.7667,291697.56,232735.9303
000046.SZ,20100531,2.605,2012053.146,392509.3763
000048.SZ,20100531,,187568.9621,182326.7707
000049.SZ,20100531,28.4474,353703.3786,353557.9724
000050.SZ,20100531,3.3545,385887.6,209789.9624
000055.SZ,20100531,8.0378,507350.8198,258445.6151
000056.SZ,20100531,9.5189,204554.4964,110094.2068
000058.SZ,20100531,4.2459,443411.4407,304140.7588
000059.SZ,20100531,1.8402,1152486.112,946776.2054
000060.SZ,20100531,5.65,2316841.296,2314416.585
000061.SZ,20100531,4.2079,1229612.562,1032110.725
000062.SZ,20100531,3.3414,566907.3275,141854.4651
000063.SZ,20100531,3.311,6698596.368,5222301.784
000065.SZ,20100531,10.2922,433057.3619,433057.3619
000066.SZ,20100531,4.6779,1040959.102,1040748.405
000068.SZ,20100531,25.4788,550556.2789,373835.4516
000069.SZ,20100531,3.6378,3822197.965,1585323.955
000070.SZ,20100531,3.0496,216250.0,205605.6223
000078.SZ,20100531,11.9326,773224.8062,772103.9124
000088.SZ,20100531,1.9696,834150.0,272125.4607
000089.SZ,20100531,1.844,987102.0288,381425.125
000090.SZ,20100531,1.5652,429695.4358,410226.6954
000096.SZ,20100531,2.032,330000.0,319243.28
000099.SZ,20100531,2.2136,338462.4,180584.4098
000100.SZ,20100531,2.2272,1192394.045,1137399.478
000150.SZ,20100531,2.5105,182736.0,94167.9126
000151.SZ,20100531,4.1096,368791.08,332113.7829
000153.SZ,20100531,2.8369,191886.7896,170511.3576
000155.SZ,20100531,1.7261,299390.0,299390.0
000157.SZ,20100531,2.6609,3581406.399,3038852.14
000158.SZ,20100531,2.522,585871.715,585871.715
000159.SZ,20100531,4.7467,557881.0114,557881.0114
000301.SZ,20100531,2.6959,679775.9363,679775.9363
000338.SZ,20100531,3.5925,4809172.728,1621178.167
000400.SZ,20100531,5.5956,1270993.92,887174.279
000401.SZ,20100531,2.5923,1742751.372,1741216.75
