code,date,p2b,cur_tmv,cur_cmv
000001.SZ,20150831,1.0498,15839704.4859,13067088.419
000002.SZ,20150831,1.747,15247346.484,13406437.426
000004.SZ,20150831,32.9361,268389.4821,268065.967
000005.SZ,20150831,8.3156,537628.1609,537280.8881
000006.SZ,20150831,3.3827,1432344.7438,1423318.1314
000007.SZ,20150831,19.3571,673725.9639,600572.7815
000008.SZ,20150831,6.7649,1887389.1262,501945.9987
000009.SZ,20150831,4.7088,1759278.6615,1646084.3135
000010.SZ,20150831,7.671,420469.8984,256082.5753
000011.SZ,20150831,3.0807,607302.6947,179204.0159
000012.SZ,20150831,2.8212,2120992.9423,1331208.2738
000014.SZ,20150831,5.8124,393325.1147,393325.1147
000016.SZ,20150831,9.5615,3631181.6753,1809343.5194
000017.SZ,20150831,435.009,535910.2045,294495.3528
000018.SZ,20150831,29.4945,385475.4293,227262.9124
000019.SZ,20150831,2.8437,277595.9296,232576.6833
000020.SZ,20150831,15.2154,449660.0285,102704.6892
000021.SZ,20150831,2.4462,1279995.6458,1278738.4949
000022.SZ,20150831,4.0956,1700241.956,1225855.1334
000023.SZ,20150831,11.525,423622.8007,423622.8007
000024.SZ,20150831,2.4865,8150308.1857,3247581.4326
000025.SZ,20150831,9.4282,785417.9872,473696.1852
000026.SZ,20150831,2.4583,411620.7278,326001.5036
000027.SZ,20150831,1.8591,4111177.7861,1490713.3866
000028.SZ,20150831,4.6162,2344778.1434,1508270.8764
000029.SZ,20150831,4.9806,1169478.96,1030758.96
000030.SZ,20150831,2.6321,1176858.8723,510356.8861
000031.SZ,20150831,5.867,3355403.4526,3355382.1462
000032.SZ,20150831,4.0708,356748.1382,356746.4821
000034.SZ,20150831,21.1468,398424.54,378491.5748
000035.SZ,20150831,4.8402,817448.1097,466787.4935
000036.SZ,20150831,4.0878,778953.1073,767610.1848
000037.SZ,20150831,4.025,470154.8249,264338.2225
000038.SZ,20150831,23.0553,251155.0748,73163.5148
000039.SZ,20150831,2.094,5260450.0987,2461044.3462
000040.SZ,20150831,3.5268,454096.783,449256.948
000042.SZ,20150831,1.9608,715036.6374,714834.4524
000043.SZ,20150831,1.9687,654956.1105,654956.1105
000045.SZ,20150831,2.3666,514626.1986,412052.895
000046.SZ,20150831,4.9476,4921896.7094,4913280.6422
000048.SZ,20150831,15.9348,1055075.4117,1042384.518
000049.SZ,20150831,9.7786,798192.8971,798192.8971
000050.SZ,20150831,2.2055,1826625.8987,926792.0888
000055.SZ,20150831,4.1374,522267.8345,289923.8033
000056.SZ,20150831,2.9567,564623.4246,304708.4067
000058.SZ,20150831,5.6842,816190.9704,559843.4431
000059.SZ,20150831,1.2937,1137203.6438,853556.7506
000060.SZ,20150831,3.3724,2484781.1744,2314977.5484
000061.SZ,20150831,5.0394,2443628.3486,2315060.473
000062.SZ,20150831,8.9726,2279634.4061,2279633.6371
000063.SZ,20150831,2.6532,6909457.9678,5631856.788
000065.SZ,20150831,4.456,797873.0839,736892.7456
000066.SZ,20150831,11.4958,2851021.2304,2850970.0514
000068.SZ,20150831,18.1208,1061031.7231,945091.7231
000069.SZ,20150831,1.982,5737089.4077,2455734.1552
000070.SZ,20150831,5.0395,554195.0,528788.4333
000078.SZ,20150831,6.3769,1067064.6464,1036228.9574
000088.SZ,20150831,2.631,1363424.4,1363386.3495
000089.SZ,20150831,1.4304,1419132.5002,1419066.8101
000090.SZ,20150831,2.0683,823270.8831,823270.8831
000096.SZ,20150831,4.2238,860640.0,832682.24
000099.SZ,20150831,3.4799,950318.4186,950318.4186
000100.SZ,20150831,2.0414,4999840.6482,3679125.0966
000150.SZ,20150831,14.4088,2359931.7018,1707480.0
000151.SZ,20150831,6.9919,660035.4,594393.0464
000153.SZ,20150831,2.7495,314638.3598,299018.3616
000155.SZ,20150831,,322890.0,322890.0
000156.SZ,20150831,4.4306,3967518.0647,327530.9933
000157.SZ,20150831,1.1041,4430923.5788,3600588.5423
000158.SZ,20150831,3.093,1593117.1743,900566.4033
000159.SZ,20150831,1.7615,382505.7387,382505.7387
000166.SZ,20150831,3.0202,13950483.5334,3056144.951
000301.SZ,20150831,1.955,616427.6412,616427.6412
000333.SZ,20150831,2.7142,12280992.057,6447148.4008
000338.SZ,20150831,1.1792,3766699.3599,1970823.9271
000400.SZ,20150831,3.3421,1886580.3951,1379860.2922
000401.SZ,20150831,1.0436,1294969.5204,1294549.6181
000402.SZ,20150831,1.0817,2630258.3182,2628557.3028
