code,date,p2b
000001.SZ,20141201,1.0989
000002.SZ,20141201,1.4924
000004.SZ,20141201,25.1502
000005.SZ,20141201,6.0292
000006.SZ,20141201,2.3085
000007.SZ,20141201,9.8384
000008.SZ,20141201,12.3271
000009.SZ,20141201,5.7664
000010.SZ,20141201,7.237
000011.SZ,20141201,2.809
000012.SZ,20141201,2.0727
000014.SZ,20141201,5.1268
000016.SZ,20141201,1.8259
000017.SZ,20141201,429.7076
000018.SZ,20141201,25.4659
000019.SZ,20141201,2.8489
000020.SZ,20141201,8.2787
000021.SZ,20141201,2.4519
000022.SZ,20141201,2.7198
000023.SZ,20141201,4.3942
000024.SZ,20141201,1.5278
000025.SZ,20141201,14.7928
000026.SZ,20141201,2.5981
000027.SZ,20141201,1.3671
000028.SZ,20141201,3.5925
000029.SZ,20141201,3.2406
000030.SZ,20141201,2.5565
000031.SZ,20141201,2.2521
000032.SZ,20141201,3.3317
000033.SZ,20141201,6.4818
000034.SZ,20141201,16.1996
000035.SZ,20141201,5.3434
000036.SZ,20141201,2.4234
000037.SZ,20141201,2.432
000038.SZ,20141201,12.8275
000039.SZ,20141201,2.1881
000040.SZ,20141201,2.0456
000042.SZ,20141201,1.9219
000043.SZ,20141201,2.0005
000045.SZ,20141201,2.558
000046.SZ,20141201,4.5403
000048.SZ,20141201,10.1802
000049.SZ,20141201,11.2693
000050.SZ,20141201,3.1479
000055.SZ,20141201,6.8785
000056.SZ,20141201,2.1622
000058.SZ,20141201,3.9207
000059.SZ,20141201,2.038
000060.SZ,20141201,2.7091
000061.SZ,20141201,4.057
000062.SZ,20141201,5.2836
000063.SZ,20141201,2.1898
000065.SZ,20141201,5.1466
000066.SZ,20141201,3.3968
000068.SZ,20141201,59.8953
000069.SZ,20141201,1.728
000070.SZ,20141201,2.8185
000078.SZ,20141201,4.9988
000088.SZ,20141201,3.2292
000089.SZ,20141201,1.2503
000090.SZ,20141201,2.0769
000096.SZ,20141201,2.0697
000099.SZ,20141201,3.219
000100.SZ,20141201,1.8145
000150.SZ,20141201,5.5874
000151.SZ,20141201,5.0554
000153.SZ,20141201,4.2968
000155.SZ,20141201,8.8334
000156.SZ,20141201,16.3249
000157.SZ,20141201,0.9766
000158.SZ,20141201,3.3691
000159.SZ,20141201,2.3706
000301.SZ,20141201,1.6957
000333.SZ,20141201,2.5845
000338.SZ,20141201,1.4529
000400.SZ,20141201,3.8826
000401.SZ,20141201,1.1765
000402.SZ,20141201,1.0463
000403.SZ,20141201,14.215
000404.SZ,20141201,1.8729
000407.SZ,20141201,3.0426
000408.SZ,20141201,9.6066
000409.SZ,20141201,4.695
000410.SZ,20141201,3.392
000411.SZ,20141201,7.4447
000413.SZ,20141201,3.3135
000415.SZ,20141201,2.2702
000416.SZ,20141201,5.4361
000417.SZ,20141201,1.6671
000418.SZ,20141201,1.838
000419.SZ,20141201,1.9854
000420.SZ,20141201,10.5737
000421.SZ,20141201,2.3655
000422.SZ,20141201,0.9617
000423.SZ,20141201,4.3225
000425.SZ,20141201,1.0884
000426.SZ,20141201,2.3364
000428.SZ,20141201,2.6707
000429.SZ,20141201,1.3208
000430.SZ,20141201,5.2391
000488.SZ,20141201,0.7484
000498.SZ,20141201,2.1116
000501.SZ,20141201,2.1379
000502.SZ,20141201,10.8109
000503.SZ,20141201,20.383
000504.SZ,20141201,nan
000505.SZ,20141201,7386.4121
000506.SZ,20141201,4.3233
000507.SZ,20141201,2.7258
000509.SZ,20141201,41.2182
000510.SZ,20141201,5.528
000511.SZ,20141201,5.5962
000513.SZ,20141201,4.1693
000514.SZ,20141201,2.1665
000516.SZ,20141201,4.8761
000517.SZ,20141201,2.8999
000518.SZ,20141201,8.6163
000519.SZ,20141201,2.8101
000521.SZ,20141201,1.349
000523.SZ,20141201,4.1255
000524.SZ,20141201,6.2229
000525.SZ,20141201,2.355
000526.SZ,20141201,13.4578
000528.SZ,20141201,1.0467
000529.SZ,20141201,6.2664
000530.SZ,20141201,2.0251
000531.SZ,20141201,3.0772
000532.SZ,20141201,8.3737
000533.SZ,20141201,3.2958
000534.SZ,20141201,3.7889
000536.SZ,20141201,5.0797
000537.SZ,20141201,2.2412
000538.SZ,20141201,5.6557
000539.SZ,20141201,1.2774
000540.SZ,20141201,2.5718
000541.SZ,20141201,3.3349
000543.SZ,20141201,1.3781
000544.SZ,20141201,3.8092
000545.SZ,20141201,3.2637
000546.SZ,20141201,8.5837
000547.SZ,20141201,6.1532
000548.SZ,20141201,2.2144
000550.SZ,20141201,2.5303
000551.SZ,20141201,3.1464
000552.SZ,20141201,2.7361
000553.SZ,20141201,4.0626
000554.SZ,20141201,5.4101
000555.SZ,20141201,9.133
000557.SZ,20141201,33.3968
000558.SZ,20141201,3.143
000559.SZ,20141201,6.8287
000560.SZ,20141201,2.6816
000561.SZ,20141201,6.2031
000562.SZ,20141201,4.3782
000563.SZ,20141201,3.4685
000564.SZ,20141201,1.6624
000565.SZ,20141201,4.6193
000566.SZ,20141201,5.0826
000567.SZ,20141201,11.0192
000568.SZ,20141201,2.6025
000570.SZ,20141201,2.7272
000571.SZ,20141201,2.0481
000572.SZ,20141201,1.1909
000573.SZ,20141201,1.8217
000576.SZ,20141201,5.6234
000581.SZ,20141201,2.5563
000582.SZ,20141201,4.0908
000584.SZ,20141201,2.1763
000585.SZ,20141201,12.7454
000586.SZ,20141201,9.5195
000587.SZ,20141201,4.6955
000589.SZ,20141201,1.4027
000590.SZ,20141201,16.0287
000591.SZ,20141201,8.626
000592.SZ,20141201,13.7058
000593.SZ,20141201,3.6386
000595.SZ,20141201,9.5362
000596.SZ,20141201,3.6716
000597.SZ,20141201,2.1278
000598.SZ,20141201,2.4596
000599.SZ,20141201,1.7732
000600.SZ,20141201,1.7181
000601.SZ,20141201,1.7997
000603.SZ,20141201,12.429
000605.SZ,20141201,3.8059
000606.SZ,20141201,4.0936
000607.SZ,20141201,14.1592
000608.SZ,20141201,0.9273
000609.SZ,20141201,3.5477
000610.SZ,20141201,4.4984
000611.SZ,20141201,4.6217
000612.SZ,20141201,2.4626
000613.SZ,20141201,34.4685
000615.SZ,20141201,3.1936
000616.SZ,20141201,1.6187
000617.SZ,20141201,4.5653
000619.SZ,20141201,1.2781
000620.SZ,20141201,3.5421
000622.SZ,20141201,16.3479
000623.SZ,20141201,2.1832
000625.SZ,20141201,2.9931
000626.SZ,20141201,4.3488
000627.SZ,20141201,3.5993
000628.SZ,20141201,13.8926
000629.SZ,20141201,1.7973
000630.SZ,20141201,1.4155
000631.SZ,20141201,2.472
000632.SZ,20141201,2.4818
000633.SZ,20141201,18.9392
000635.SZ,20141201,1.2641
000636.SZ,20141201,2.3614
000637.SZ,20141201,4.9771
000638.SZ,20141201,11.9802
000639.SZ,20141201,2.796
000650.SZ,20141201,4.1193
000651.SZ,20141201,2.4009
000652.SZ,20141201,4.8135
000655.SZ,20141201,1.68
000656.SZ,20141201,1.993
000657.SZ,20141201,2.9634
000659.SZ,20141201,4.5466
000661.SZ,20141201,8.9374
000662.SZ,20141201,3.4333
000663.SZ,20141201,9.5732
000665.SZ,20141201,1.7089
000666.SZ,20141201,2.3424
000667.SZ,20141201,1.3545
000668.SZ,20141201,3.245
000669.SZ,20141201,4.2578
000670.SZ,20141201,22.8738
000671.SZ,20141201,3.1145
000672.SZ,20141201,4.1116
000673.SZ,20141201,243.6328
000676.SZ,20141201,13.6392
000677.SZ,20141201,20.8829
000678.SZ,20141201,2.9042
000679.SZ,20141201,1.7079
000680.SZ,20141201,1.3765
000681.SZ,20141201,13.8252
000682.SZ,20141201,3.4115
000683.SZ,20141201,1.433
000685.SZ,20141201,2.0793
000686.SZ,20141201,3.4869
000687.SZ,20141201,3.0057
000688.SZ,20141201,7.7682
000690.SZ,20141201,1.8462
000691.SZ,20141201,16.5935
000692.SZ,20141201,2.0285
000693.SZ,20141201,10.2998
000695.SZ,20141201,10.3918
000697.SZ,20141201,7.7508
000698.SZ,20141201,1.1584
000700.SZ,20141201,3.071
000701.SZ,20141201,2.209
000702.SZ,20141201,5.9809
000703.SZ,20141201,1.5135
000705.SZ,20141201,3.0251
000707.SZ,20141201,1.7533
000708.SZ,20141201,1.4586
000709.SZ,20141201,0.7307
000710.SZ,20141201,18.134
000711.SZ,20141201,8.5827
000712.SZ,20141201,9.7634
000713.SZ,20141201,2.2423
000715.SZ,20141201,2.4029
000716.SZ,20141201,2.6605
000717.SZ,20141201,2.0423
000718.SZ,20141201,2.8125
000719.SZ,20141201,2.2825
000720.SZ,20141201,4.8583
000721.SZ,20141201,4.1594
000722.SZ,20141201,1.6892
000723.SZ,20141201,4.6919
000725.SZ,20141201,1.2848
000726.SZ,20141201,1.6549
000727.SZ,20141201,7.8063
000728.SZ,20141201,2.5286
000729.SZ,20141201,1.692
000731.SZ,20141201,1.796
000732.SZ,20141201,3.5988
000733.SZ,20141201,2.153
000735.SZ,20141201,4.1013
000736.SZ,20141201,1.7467
000737.SZ,20141201,14.4336
000738.SZ,20141201,4.0382
000739.SZ,20141201,3.7959
000748.SZ,20141201,7.9575
000750.SZ,20141201,5.1588
000751.SZ,20141201,4.9454
000752.SZ,20141201,4.8056
000753.SZ,20141201,2.5575
000755.SZ,20141201,1.348
000756.SZ,20141201,2.0695
000757.SZ,20141201,6.4984
000758.SZ,20141201,2.7587
000759.SZ,20141201,1.9115
000760.SZ,20141201,4.7009
000761.SZ,20141201,1.1393
000762.SZ,20141201,4.1038
000766.SZ,20141201,5.3164
000767.SZ,20141201,1.7824
000768.SZ,20141201,3.3989
000776.SZ,20141201,2.9371
000777.SZ,20141201,10.4553
000778.SZ,20141201,1.1311
000779.SZ,20141201,6.6469
000780.SZ,20141201,1.2043
000782.SZ,20141201,2.8546
000783.SZ,20141201,3.487
000785.SZ,20141201,2.7592
000786.SZ,20141201,2.2075
000788.SZ,20141201,8.5854
000789.SZ,20141201,2.0002
000790.SZ,20141201,6.8774
000791.SZ,20141201,2.6857
000792.SZ,20141201,2.0467
000793.SZ,20141201,3.3876
000795.SZ,20141201,5.2425
000796.SZ,20141201,3.4333
000797.SZ,20141201,3.1639
000798.SZ,20141201,4.2488
000799.SZ,20141201,2.9731
000800.SZ,20141201,2.2729
000801.SZ,20141201,5.4115
000802.SZ,20141201,6.2591
000803.SZ,20141201,11.9987
000806.SZ,20141201,8.0882
000807.SZ,20141201,2.309
000809.SZ,20141201,2.4039
000810.SZ,20141201,4.8083
000811.SZ,20141201,3.1687
000812.SZ,20141201,4.1042
000813.SZ,20141201,3.548
000815.SZ,20141201,69.323
000816.SZ,20141201,3.1716
000818.SZ,20141201,1.6485
000819.SZ,20141201,6.8626
000820.SZ,20141201,12.051
000821.SZ,20141201,3.475
000822.SZ,20141201,1.9206
000823.SZ,20141201,2.2519
000825.SZ,20141201,1.0249
000826.SZ,20141201,4.2173
000828.SZ,20141201,2.0731
000829.SZ,20141201,4.0678
000830.SZ,20141201,1.1826
000831.SZ,20141201,9.3827
000833.SZ,20141201,3.7644
000835.SZ,20141201,5.4879
000836.SZ,20141201,3.5644
000837.SZ,20141201,2.6301
000838.SZ,20141201,4.8295
000839.SZ,20141201,2.5341
000848.SZ,20141201,9.8245
000850.SZ,20141201,2.3185
000851.SZ,20141201,3.5011
000852.SZ,20141201,7.1215
000856.SZ,20141201,4.1554
000858.SZ,20141201,1.876
000859.SZ,20141201,2.4825
000860.SZ,20141201,2.0395
000861.SZ,20141201,3.6918
000862.SZ,20141201,1.8678
000863.SZ,20141201,2.5125
000868.SZ,20141201,3.3999
000869.SZ,20141201,3.1408
000875.SZ,20141201,1.7569
000876.SZ,20141201,1.7514
000877.SZ,20141201,1.0436
000878.SZ,20141201,3.0285
000880.SZ,20141201,2.7641
000881.SZ,20141201,1.6863
000882.SZ,20141201,1.4315
000883.SZ,20141201,2.3631
000885.SZ,20141201,2.0418
000886.SZ,20141201,1.7498
000887.SZ,20141201,7.6283
000888.SZ,20141201,3.0149
000889.SZ,20141201,4.6511
000890.SZ,20141201,2.5985
000892.SZ,20141201,1102.2831
000893.SZ,20141201,7.3125
000895.SZ,20141201,4.4418
000897.SZ,20141201,8.2572
000898.SZ,20141201,0.7069
000899.SZ,20141201,1.9966
000900.SZ,20141201,1.0881
000901.SZ,20141201,6.5919
000902.SZ,20141201,3.2937
000903.SZ,20141201,1.5491
000905.SZ,20141201,3.1378
000906.SZ,20141201,4.8382
000908.SZ,20141201,nan
000909.SZ,20141201,3.9251
000910.SZ,20141201,1.5172
000911.SZ,20141201,2.4058
000912.SZ,20141201,2.7635
000913.SZ,20141201,1.4668
000915.SZ,20141201,6.1878
000916.SZ,20141201,1.4321
000917.SZ,20141201,2.5939
000918.SZ,20141201,1.7865
000919.SZ,20141201,3.2995
000920.SZ,20141201,5.0755
000921.SZ,20141201,3.3981
000922.SZ,20141201,4.8565
000923.SZ,20141201,4.5982
000925.SZ,20141201,7.2811
000926.SZ,20141201,0.8997
000927.SZ,20141201,3.9213
000928.SZ,20141201,3.1773
000929.SZ,20141201,3.0113
000930.SZ,20141201,2.3057
000931.SZ,20141201,9.0423
000932.SZ,20141201,0.885
000933.SZ,20141201,1.3853
000935.SZ,20141201,2.1216
000936.SZ,20141201,3.092
000937.SZ,20141201,1.1923
000938.SZ,20141201,3.4385
000939.SZ,20141201,3.8469
000948.SZ,20141201,2.8391
000949.SZ,20141201,1.9892
000950.SZ,20141201,1.7587
000951.SZ,20141201,1.4908
000952.SZ,20141201,4.6911
000953.SZ,20141201,7.9612
000955.SZ,20141201,4.4045
000957.SZ,20141201,3.0161
000958.SZ,20141201,8.0799
000959.SZ,20141201,1.0185
000960.SZ,20141201,2.6392
000961.SZ,20141201,1.6127
000962.SZ,20141201,2.4449
000963.SZ,20141201,11.6105
000965.SZ,20141201,2.186
000966.SZ,20141201,2.4316
000967.SZ,20141201,2.8904
000968.SZ,20141201,1.9754
000969.SZ,20141201,2.5719
000970.SZ,20141201,4.7488
000971.SZ,20141201,290.5839
000972.SZ,20141201,5.4814
000973.SZ,20141201,3.3634
000975.SZ,20141201,3.753
000976.SZ,20141201,6.2973
000977.SZ,20141201,8.4861
000978.SZ,20141201,2.3875
000979.SZ,20141201,3.2343
000980.SZ,20141201,1.8194
000981.SZ,20141201,2.2447
000982.SZ,20141201,1.9531
000983.SZ,20141201,1.368
000985.SZ,20141201,4.3833
000987.SZ,20141201,1.6078
000988.SZ,20141201,4.1895
000989.SZ,20141201,3.3202
000990.SZ,20141201,3.1572
000993.SZ,20141201,2.1851
000995.SZ,20141201,16.687
000996.SZ,20141201,9.8345
000997.SZ,20141201,8.0136
000998.SZ,20141201,11.65
000999.SZ,20141201,3.1711
001696.SZ,20141201,3.3962
001896.SZ,20141201,4.6908
002001.SZ,20141201,2.3757
002002.SZ,20141201,3.2324
002003.SZ,20141201,2.0206
002004.SZ,20141201,2.2736
002005.SZ,20141201,1.9855
002006.SZ,20141201,4.9947
002007.SZ,20141201,6.523
002008.SZ,20141201,4.4535
002009.SZ,20141201,3.7054
002010.SZ,20141201,2.807
002011.SZ,20141201,2.5687
002012.SZ,20141201,2.957
002013.SZ,20141201,3.3109
002014.SZ,20141201,1.952
002015.SZ,20141201,nan
002016.SZ,20141201,3.8891
002017.SZ,20141201,5.6196
002018.SZ,20141201,6.2821
002019.SZ,20141201,4.8591
002020.SZ,20141201,3.9745
002021.SZ,20141201,3.4107
002022.SZ,20141201,9.54
002023.SZ,20141201,4.9827
002024.SZ,20141201,2.2176
002025.SZ,20141201,3.7361
002026.SZ,20141201,2.3597
002027.SZ,20141201,5.7524
