<portfolio>,Portfolio2,,,,
<portfolio owner>,,,,,
<description>,,,,,
<store by value>,No,,,,
<validate>,Yes,,,,
<ID AS OF>,Today,,,,
<portfolio value>,10000000,,,,
<portfolio currency>,CNY,,,,
<base currency>,CNY,,,,
<date>,<portfolio>,<CODE_CN>,<TICKER_US>,<ISIN>,<weight>
20110901,,002145.SZ,,,0.043652999
20110901,,600779.SH,,,0.043638894
20110901,,000020.SZ,,,0.043605258
20110901,,000033.SZ,,,0.043275412
20110901,,600758.SH,,,0.042938514
20110901,,600696.SH,,,0.042938514
20110901,,000826.SZ,,,0.042805057
20110901,,600877.SH,,,0.042738871
20111201,,000056.SZ,,,3.990869987
20111201,,600715.SH,,,3.495875027
20111201,,600228.SH,,,3.062285701
20111201,,000908.SZ,,,2.7135847
20111201,,600681.SH,,,2.14507138
20111201,,000922.SZ,,,1.875394799
20111201,,002113.SZ,,,1.835189445
20111201,,600083.SH,,,1.806576585
20111201,,600645.SH,,,1.688799258
20111201,,600515.SH,,,1.56718483
20111201,,000010.SZ,,,1.418232565
20111201,,600800.SH,,,1.078817589
20111201,,600882.SH,,,1.069745072
20111201,,600076.SH,,,1.045089597
20111201,,600490.SH,,,1.001104279
20111201,,600610.SH,,,0.997131858
20111201,,600847.SH,,,0.970554826
20111201,,000409.SZ,,,0.836752492
20111201,,600132.SH,,,0.821253735
20111201,,000068.SZ,,,0.80101273
20111201,,600604.SH,,,0.794012127
20111201,,000413.SZ,,,0.776958682
20111201,,000034.SZ,,,0.773828258
20111201,,600259.SH,,,0.739763467
20111201,,600698.SH,,,0.717588877
20111201,,600894.SH,,,0.673865179
20111201,,000971.SZ,,,0.670010036
20111201,,600876.SH,,,0.66186973
20111201,,000605.SZ,,,0.661683288
20111201,,000809.SZ,,,0.636432401
20111201,,000613.SZ,,,0.62631641
20111201,,000995.SZ,,,0.614471317
20111201,,600695.SH,,,0.611539363
20111201,,600848.SH,,,0.607774434
20111201,,600816.SH,,,0.606595639
20111201,,002002.SZ,,,0.599005638
20111201,,000504.SZ,,,0.567647266
20111201,,600444.SH,,,0.563277904
20111201,,000669.SZ,,,0.516396717
20111201,,600656.SH,,,0.515404364
20111201,,600146.SH,,,0.500125127
20111201,,000628.SZ,,,0.497526965
20111201,,000633.SZ,,,0.485420252
20111201,,600850.SH,,,0.466493364
20111201,,600406.SH,,,0.46248185
20111201,,002304.SZ,,,0.450375137
20111201,,000691.SZ,,,0.449325648
20111201,,600468.SH,,,0.43936302
20111201,,000710.SZ,,,0.431216699
20111201,,000895.SZ,,,0.430909972
20111201,,600145.SH,,,0.429662012
20111201,,600733.SH,,,0.429619912
20111201,,000665.SZ,,,0.425385871
20111201,,000869.SZ,,,0.424267218
20111201,,600275.SH,,,0.419161108
20111201,,600180.SH,,,0.417871048
20111201,,000408.SZ,,,0.414479003
20111201,,600217.SH,,,0.411712442
20111201,,000795.SZ,,,0.405283194
20111201,,600844.SH,,,0.40323233
20111201,,002166.SZ,,,0.391245902
20111201,,600538.SH,,,0.389336374
20111201,,000004.SZ,,,0.380143571
20111201,,600856.SH,,,0.379710544
20111201,,600809.SH,,,0.379460952
20111201,,002140.SZ,,,0.378426499
20111201,,000049.SZ,,,0.375220896
20111201,,600763.SH,,,0.369675745
20111201,,600714.SH,,,0.368686399
20111201,,000430.SZ,,,0.367218918
20111201,,600086.SH,,,0.360350629
20111201,,000546.SZ,,,0.358678664
20111201,,002041.SZ,,,0.357635189
20111201,,002219.SZ,,,0.339472112
20111201,,000790.SZ,,,0.324941651
20111201,,600381.SH,,,0.323501235
20111201,,600609.SH,,,0.318593596
20111201,,002241.SZ,,,0.314582082
20111201,,600111.SH,,,0.313532593
20111201,,000423.SZ,,,0.304276641
20111201,,600734.SH,,,0.303882706
20111201,,002145.SZ,,,0.302550547
20111201,,000008.SZ,,,0.302318998
20111201,,000677.SZ,,,0.301720579
20111201,,002094.SZ,,,0.301119152
20111201,,000661.SZ,,,0.300277155
20111201,,000025.SZ,,,0.299435158
20111201,,600890.SH,,,0.297119667
20111201,,600547.SH,,,0.296376905
20111201,,000576.SZ,,,0.294283941
20111201,,002223.SZ,,,0.293859936
20111201,,600519.SH,,,0.291472273
20111201,,300238.SZ,,,0.291009175
20111201,,000018.SZ,,,0.290690419
20111201,,600315.SH,,,0.289863458
20111201,,000803.SZ,,,0.289583794
20111201,,002153.SZ,,,0.28955673
20111201,,002036.SZ,,,0.288516262
20111201,,000596.SZ,,,0.28768028
20111201,,000998.SZ,,,0.286248885
20111201,,002236.SZ,,,0.286077479
20111201,,600198.SH,,,0.286050414
20111201,,600436.SH,,,0.285824879
20111201,,600562.SH,,,0.283554495
20111201,,002262.SZ,,,0.282222335
20111201,,300005.SZ,,,0.281702102
20111201,,600781.SH,,,0.281527688
20111201,,600753.SH,,,0.280336864
20111201,,000568.SZ,,,0.279822644
20111201,,000585.SZ,,,0.276081772
20111201,,600200.SH,,,0.273817402
20111201,,000813.SZ,,,0.273327239
20111201,,600365.SH,,,0.272184529
20111201,,600728.SH,,,0.271553031
20111201,,001896.SZ,,,0.271267354
20111201,,002214.SZ,,,0.270560678
20111201,,000848.SZ,,,0.270404307
20111201,,600613.SH,,,0.268651149
20111201,,000996.SZ,,,0.266774699
20111201,,600149.SH,,,0.266705535
20111201,,600213.SH,,,0.26611313
20111201,,600276.SH,,,0.265911652
20111201,,600517.SH,,,0.265078676
20111201,,600812.SH,,,0.264522357
20111201,,600520.SH,,,0.264254722
20111201,,600559.SH,,,0.264137444
20111201,,002192.SZ,,,0.263379647
20111201,,002038.SZ,,,0.262651921
20111201,,600552.SH,,,0.261253605
20111201,,600331.SH,,,0.260805542
20111201,,600747.SH,,,0.260570986
20111201,,000650.SZ,,,0.260095859
20111201,,000902.SZ,,,0.259954524
20111201,,600735.SH,,,0.259846267
20111201,,600877.SH,,,0.259139591
20111201,,300021.SZ,,,0.259049377
20111201,,600768.SH,,,0.258529143
20111201,,002063.SZ,,,0.258384801
20111201,,002230.SZ,,,0.25779841
20111201,,000963.SZ,,,0.257759317
20111201,,002450.SZ,,,0.255299484
20111201,,000826.SZ,,,0.254640922
20111201,,600136.SH,,,0.254021453
20111201,,002168.SZ,,,0.253738782
20111201,,000697.SZ,,,0.253287712
20111201,,600637.SH,,,0.252911821
20111201,,600251.SH,,,0.251961567
20111201,,300015.SZ,,,0.251856318
20111201,,600818.SH,,,0.251621761
20111201,,600090.SH,,,0.251441333
20111201,,002013.SZ,,,0.250644443
20111201,,000595.SZ,,,0.248695822
20111201,,002310.SZ,,,0.248626658
20111201,,002030.SZ,,,0.247480941
20111201,,600980.SH,,,0.246843429
20111201,,600074.SH,,,0.246744193
20111201,,000538.SZ,,,0.246482573
20111201,,000893.SZ,,,0.246091646
20111201,,000760.SZ,,,0.245000057
20111201,,000737.SZ,,,0.24478655
20111201,,002198.SZ,,,0.243364177
20111201,,002096.SZ,,,0.243195778
20111201,,002069.SZ,,,0.241595984
20111201,,002378.SZ,,,0.240302917
20111201,,600570.SH,,,0.23872718
20111201,,000518.SZ,,,0.238468566
20111201,,300004.SZ,,,0.236868772
20111201,,002057.SZ,,,0.236429731
20111201,,600118.SH,,,0.236396652
20111201,,002269.SZ,,,0.23629441
20111201,,600346.SH,,,0.235244921
20111201,,002044.SZ,,,0.234941201
20111201,,600614.SH,,,0.23484798
20111201,,600671.SH,,,0.234451038
20111201,,000862.SZ,,,0.233350428
20111201,,600311.SH,,,0.231825812
20111201,,600898.SH,,,0.231651398
20111201,,000586.SZ,,,0.23034931
20111201,,002293.SZ,,,0.230192939
20111201,,000779.SZ,,,0.230135804
20111201,,600633.SH,,,0.229423114
20111201,,002252.SZ,,,0.228746509
20111201,,000587.SZ,,,0.228214247
20111201,,600696.SH,,,0.225649163
20111201,,600549.SH,,,0.225402578
20111201,,600478.SH,,,0.224807166
20111201,,600773.SH,,,0.224332039
20111201,,600161.SH,,,0.223790756
20111201,,002225.SZ,,,0.223751663
20111201,,000752.SZ,,,0.222954773
20111201,,600256.SH,,,0.222759309
20111201,,000799.SZ,,,0.222184947
20111201,,600179.SH,,,0.221875213
20111201,,600242.SH,,,0.221700799
20111201,,600371.SH,,,0.221382043
20111201,,000819.SZ,,,0.220302483
20111201,,002022.SZ,,,0.218011048
20111201,,002273.SZ,,,0.217448714
20111201,,002292.SZ,,,0.217193108
20111201,,300104.SZ,,,0.216714974
20111201,,000955.SZ,,,0.216504475
20111201,,600466.SH,,,0.215999277
20111201,,002353.SZ,,,0.215400858
20111201,,002081.SZ,,,0.215346729
20111201,,600072.SH,,,0.215130216
20111201,,600779.SH,,,0.21438144
20111201,,600193.SH,,,0.214249126
20111201,,000758.SZ,,,0.214005548
20111201,,002104.SZ,,,0.21382512
20111201,,600612.SH,,,0.21354245
20111201,,000009.SZ,,,0.213533429
20111201,,000078.SZ,,,0.212895917
20111201,,002213.SZ,,,0.212601218
20111201,,000861.SZ,,,0.212240362
20111201,,000020.SZ,,,0.212237355
20111201,,002287.SZ,,,0.212065948
20111201,,300022.SZ,,,0.210875124
20111201,,600392.SH,,,0.20974745
20111201,,002171.SZ,,,0.208983638
20111201,,600599.SH,,,0.208490469
20111201,,600184.SH,,,0.208322069
20111201,,600207.SH,,,0.208288991
20111201,,600372.SH,,,0.2077868
20111201,,600532.SH,,,0.206902703
20111201,,000590.SZ,,,0.20688466
20111201,,300101.SZ,,,0.206469676
20111201,,000921.SZ,,,0.206190013
20111201,,600107.SH,,,0.205660757
20111201,,000007.SZ,,,0.205161573
20120301,,000892.SZ,,,13.35902908
20120301,,000056.SZ,,,4.168985693
20120301,,600715.SH,,,2.733225806
20120301,,000908.SZ,,,2.212011615
20120301,,600228.SH,,,2.202199369
20120301,,600681.SH,,,1.920136221
20120301,,000922.SZ,,,1.806672387
20120301,,600645.SH,,,1.71726593
20120301,,600083.SH,,,1.433693206
20120301,,000010.SZ,,,1.412601069
20120301,,600515.SH,,,1.204785717
20120301,,600259.SH,,,1.048784177
20120301,,600882.SH,,,0.984633171
20120301,,600490.SH,,,0.935652809
20120301,,600800.SH,,,0.870537352
20120301,,600610.SH,,,0.870043146
20120301,,000409.SZ,,,0.860979697
20120301,,600076.SH,,,0.823515845
20120301,,600847.SH,,,0.811115754
20120301,,000068.SZ,,,0.797832081
20120301,,600698.SH,,,0.70344462
20120301,,600604.SH,,,0.693494594
20120301,,000034.SZ,,,0.664899504
20120301,,000413.SZ,,,0.622730207
20120301,,600876.SH,,,0.563185805
20120301,,600848.SH,,,0.560912455
20120301,,600850.SH,,,0.547793518
20120301,,000613.SZ,,,0.538520405
20120301,,000576.SZ,,,0.536016426
20120301,,600695.SH,,,0.521232162
20120301,,000971.SZ,,,0.515499366
20120301,,600444.SH,,,0.487323602
20120301,,000605.SZ,,,0.486182434
20120301,,002113.SZ,,,0.452747115
20120301,,600816.SH,,,0.437261976
20120301,,000669.SZ,,,0.434530362
20120301,,600180.SH,,,0.433422141
20120301,,002114.SZ,,,0.420144458
20120301,,000665.SZ,,,0.41438171
20120301,,600468.SH,,,0.409017323
20120301,,002304.SZ,,,0.409005342
20120301,,000710.SZ,,,0.408903505
20120301,,002145.SZ,,,0.401948671
20120301,,600275.SH,,,0.39331054
20120301,,000504.SZ,,,0.381809006
20120301,,002219.SZ,,,0.37968242
20120301,,000995.SZ,,,0.379661454
20120301,,600111.SH,,,0.377169454
20120301,,600217.SH,,,0.376774089
20120301,,600733.SH,,,0.373946629
20120301,,600132.SH,,,0.371556466
20120301,,002002.SZ,,,0.371209024
20120301,,000795.SZ,,,0.369229203
20120301,,600656.SH,,,0.365952463
20120301,,000869.SZ,,,0.365161733
20120301,,600406.SH,,,0.364050517
20120301,,000633.SZ,,,0.360519186
20120301,,600809.SH,,,0.360147783
20120301,,600714.SH,,,0.358796951
20120301,,000895.SZ,,,0.35713462
20120301,,000408.SZ,,,0.35360329
20120301,,000691.SZ,,,0.349353114
20120301,,000430.SZ,,,0.3365307
20120301,,000004.SZ,,,0.336297075
20120301,,600538.SH,,,0.322165763
20120301,,600763.SH,,,0.321003629
20120301,,600728.SH,,,0.319062745
20120301,,600146.SH,,,0.313743285
20120301,,600781.SH,,,0.311293219
20120301,,000628.SZ,,,0.311062589
20120301,,600856.SH,,,0.310813988
20120301,,600844.SH,,,0.308462763
20120301,,600609.SH,,,0.308175225
20120301,,000893.SZ,,,0.306656663
20120301,,600734.SH,,,0.305815014
20120301,,000677.SZ,,,0.300522511
20120301,,600371.SH,,,0.294954451
20120301,,000546.SZ,,,0.288625612
20120301,,000049.SZ,,,0.288505804
20120301,,600547.SH,,,0.286915357
20120301,,002241.SZ,,,0.28672666
20120301,,000596.SZ,,,0.281203528
20120301,,000902.SZ,,,0.279331533
20120301,,002166.SZ,,,0.279316557
20120301,,600768.SH,,,0.276390255
20120301,,600519.SH,,,0.276321366
20120301,,000813.SZ,,,0.275201165
20120301,,000018.SZ,,,0.274895655
20120301,,600086.SH,,,0.273583761
20120301,,600145.SH,,,0.273472939
20120301,,000568.SZ,,,0.272888877
20120301,,002140.SZ,,,0.270313012
20120301,,002041.SZ,,,0.269081989
20120301,,600559.SH,,,0.266862552
20120301,,600213.SH,,,0.265916072
20120301,,000423.SZ,,,0.265883125
20120301,,002036.SZ,,,0.261908506
20120301,,002236.SZ,,,0.260896131
20120301,,600614.SH,,,0.255346042
20120301,,000587.SZ,,,0.25429473
20120301,,002230.SZ,,,0.253806514
20120301,,000025.SZ,,,0.252976846
20120301,,000585.SZ,,,0.251581087
20120301,,300005.SZ,,,0.251575096
20120301,,600436.SH,,,0.250901178
20120301,,600818.SH,,,0.248675751
20120301,,600773.SH,,,0.248172559
20120301,,002262.SZ,,,0.248163573
20120301,,600890.SH,,,0.247861059
20120301,,600331.SH,,,0.246090901
20120301,,600315.SH,,,0.246075925
20120301,,000998.SZ,,,0.244455527
20120301,,000752.SZ,,,0.242068359
20120301,,600671.SH,,,0.241262653
20120301,,300104.SZ,,,0.240807384
20120301,,600365.SH,,,0.240732504
20120301,,002378.SZ,,,0.239360706
20120301,,600517.SH,,,0.238180601
20120301,,000803.SZ,,,0.238135673
20120301,,000650.SZ,,,0.238096736
20120301,,000661.SZ,,,0.238093741
20120301,,002292.SZ,,,0.237018467
20120301,,600251.SH,,,0.236793828
20120301,,600193.SH,,,0.236275659
20120301,,600149.SH,,,0.235284251
20120301,,000758.SZ,,,0.235218357
20120301,,000595.SZ,,,0.23392743
20120301,,600090.SH,,,0.233906463
20120301,,600747.SH,,,0.232894089
20120301,,002450.SZ,,,0.232726358
20120301,,000518.SZ,,,0.231573209
20120301,,002013.SZ,,,0.231555238
20120301,,000008.SZ,,,0.230848373
20120301,,600552.SH,,,0.23032721
20120301,,000737.SZ,,,0.230147498
20120301,,600311.SH,,,0.230033681
20120301,,001896.SZ,,,0.22978508
20120301,,000586.SZ,,,0.229764114
20120301,,600633.SH,,,0.228655893
20120301,,002192.SZ,,,0.227296076
20120301,,000007.SZ,,,0.226786894
20120301,,002153.SZ,,,0.226121961
20120301,,300021.SZ,,,0.225031712
20120301,,600980.SH,,,0.224711226
20120301,,600198.SH,,,0.224681274
20120301,,600549.SH,,,0.224193058
20120301,,002252.SZ,,,0.222947058
20120301,,600812.SH,,,0.222683482
20120301,,000760.SZ,,,0.221982607
20120301,,000848.SZ,,,0.221748982
20120301,,000963.SZ,,,0.221093035
20120301,,000790.SZ,,,0.219589449
20120301,,300238.SZ,,,0.219457661
20120301,,000861.SZ,,,0.218948478
20120301,,002223.SZ,,,0.218753791
20120301,,600753.SH,,,0.218613017
20120301,,600276.SH,,,0.218559103
20120301,,600570.SH,,,0.217088464
20120301,,600562.SH,,,0.216339667
20120301,,002310.SZ,,,0.215480047
20120301,,600779.SH,,,0.215126614
20120301,,600735.SH,,,0.214851057
20120301,,600256.SH,,,0.214548542
20120301,,000751.SZ,,,0.214398783
20120301,,000506.SZ,,,0.213997427
20120301,,600200.SH,,,0.212919158
20120301,,000799.SZ,,,0.212544759
20120301,,002214.SZ,,,0.21192775
20120301,,000020.SZ,,,0.209855078
20120301,,002200.SZ,,,0.20902541
20120301,,600136.SH,,,0.207959122
20120301,,600118.SH,,,0.207434963
20120301,,000921.SZ,,,0.206302781
20120301,,600074.SH,,,0.20621592
20120301,,000996.SZ,,,0.206173988
20120301,,002198.SZ,,,0.206003262
20120301,,000607.SZ,,,0.205377267
20120301,,000862.SZ,,,0.20480219
20120301,,000955.SZ,,,0.204400834
20120301,,600532.SH,,,0.20426006
20120301,,000538.SZ,,,0.204227113
20120301,,600612.SH,,,0.202813383
20120301,,300015.SZ,,,0.202717537
20120301,,600372.SH,,,0.202516859
20120301,,002081.SZ,,,0.202355119
20120301,,002168.SZ,,,0.200971341
20120301,,000826.SZ,,,0.199380894
20120301,,600613.SH,,,0.199335966
20120301,,002151.SZ,,,0.197853346
20120301,,002094.SZ,,,0.196412659
20120301,,000970.SZ,,,0.195930434
20120301,,002069.SZ,,,0.194956997
20120301,,600184.SH,,,0.194894098
20120301,,002353.SZ,,,0.194525689
20120301,,002030.SZ,,,0.194322016
20120301,,002038.SZ,,,0.193276694
20120301,,600898.SH,,,0.193189834
20120301,,002006.SZ,,,0.192521906
20120301,,600161.SH,,,0.191440642
20120301,,002171.SZ,,,0.191195036
20120301,,002063.SZ,,,0.190260537
20120301,,300022.SZ,,,0.189727393
20120301,,600280.SH,,,0.189349999
20120301,,002102.SZ,,,0.188481393
20120301,,000697.SZ,,,0.188044095
20120301,,000519.SZ,,,0.187265345
20120301,,002225.SZ,,,0.18726235
20120301,,000695.SZ,,,0.187088629
20120301,,000819.SZ,,,0.186273937
20120301,,600497.SH,,,0.185357409
20120301,,600466.SH,,,0.184866197
20120301,,601231.SH,,,0.184000587
20120301,,002298.SZ,,,0.183976626
20120301,,002415.SZ,,,0.183859813
20120301,,600072.SH,,,0.183635174
20120301,,600588.SH,,,0.182311299
20120301,,600199.SH,,,0.182122602
20120301,,002293.SZ,,,0.182101636
20120301,,002646.SZ,,,0.182020766
20120301,,600877.SH,,,0.181963857
20120301,,002213.SZ,,,0.181631391
20120301,,600647.SH,,,0.181427718
20120301,,000590.SZ,,,0.181277958
20120301,,600807.SH,,,0.181062304
20120301,,600887.SH,,,0.180040944
20120301,,002007.SZ,,,0.17990017
20120301,,002096.SZ,,,0.17989418
20120301,,002049.SZ,,,0.179771377
20120301,,600696.SH,,,0.179337074
20120301,,000078.SZ,,,0.178231849
20120301,,002104.SZ,,,0.178153974
20120301,,000552.SZ,,,0.177623825
20120301,,600687.SH,,,0.17699184
20120601,,000030.SZ,,,26.50413869
20120601,,600766.SH,,,16.86909943
20120601,,000922.SZ,,,8.186253126
20120601,,000751.SZ,,,5.10338643
20120601,,000892.SZ,,,4.655916413
20120601,,000673.SZ,,,4.414344581
20120601,,600800.SH,,,1.4767481
20120601,,000971.SZ,,,1.118970231
20120601,,600681.SH,,,0.693253057
20120601,,600715.SH,,,0.652648597
20120601,,600645.SH,,,0.634702819
20120601,,600259.SH,,,0.520616322
20120601,,600083.SH,,,0.485487447
20120601,,000010.SZ,,,0.473574694
20120601,,600876.SH,,,0.461617599
20120601,,600217.SH,,,0.431221898
20120601,,000603.SZ,,,0.407386257
20120601,,600076.SH,,,0.385243207
20120601,,600228.SH,,,0.355245316
20120601,,000068.SZ,,,0.33071034
20120601,,600656.SH,,,0.329054489
20120601,,000409.SZ,,,0.329002546
20120601,,600604.SH,,,0.302066776
20120601,,600847.SH,,,0.300741588
20120601,,600610.SH,,,0.297191707
20120601,,002145.SZ,,,0.272265256
20120601,,000034.SZ,,,0.271883916
20120601,,000605.SZ,,,0.265725468
20120601,,000413.SZ,,,0.259085593
20120601,,600848.SH,,,0.248007734
20120601,,600850.SH,,,0.226129468
20120601,,600111.SH,,,0.218360777
20120601,,000697.SZ,,,0.214998398
20120601,,600733.SH,,,0.211674027
20120601,,600695.SH,,,0.207935376
20120601,,600275.SH,,,0.205722084
20120601,,000665.SZ,,,0.19861472
20120601,,000613.SZ,,,0.193471066
20120601,,002002.SZ,,,0.191485819
20120601,,000972.SZ,,,0.183832416
20120601,,000504.SZ,,,0.18110856
20120601,,000049.SZ,,,0.180850111
20120601,,600816.SH,,,0.179892327
20120601,,002304.SZ,,,0.179357691
20120601,,600180.SH,,,0.175223764
20120601,,000710.SZ,,,0.174720801
20120601,,000408.SZ,,,0.169256619
20120601,,000576.SZ,,,0.168330508
20120601,,000691.SZ,,,0.167125677
20120601,,000007.SZ,,,0.166530229
20120601,,000995.SZ,,,0.164736285
20120601,,000633.SZ,,,0.162189796
20120601,,600515.SH,,,0.158968044
20120601,,000795.SZ,,,0.155404227
20120601,,002219.SZ,,,0.155129307
20120601,,000669.SZ,,,0.151272834
20120601,,600538.SH,,,0.144693771
20120601,,600614.SH,,,0.140963989
20120601,,600809.SH,,,0.139912453
20120601,,600468.SH,,,0.138344019
20120601,,600145.SH,,,0.138274339
20120601,,002113.SZ,,,0.138226197
20120601,,300238.SZ,,,0.13793354
20120601,,600818.SH,,,0.137700429
20120601,,000430.SZ,,,0.136952952
20120601,,600781.SH,,,0.136452523
20120601,,002236.SZ,,,0.135357913
20120601,,000893.SZ,,,0.135305969
20120601,,002378.SZ,,,0.133916169
20120601,,600406.SH,,,0.132938115
20120601,,600436.SH,,,0.132252717
20120601,,002036.SZ,,,0.132166567
20120601,,000895.SZ,,,0.130295341
20120601,,000004.SZ,,,0.129912734
20120601,,600714.SH,,,0.129798712
20120601,,600213.SH,,,0.128772515
20120601,,600613.SH,,,0.127883145
20120601,,600250.SH,,,0.126404661
20120601,,600198.SH,,,0.126219692
20120601,,000008.SZ,,,0.125120014
20120601,,000813.SZ,,,0.12497432
20120601,,300005.SZ,,,0.123796094
20120601,,600856.SH,,,0.123457829
20120601,,600844.SH,,,0.122501312
20120601,,600146.SH,,,0.121272409
20120601,,002166.SZ,,,0.121048166
20120601,,600193.SH,,,0.120671894
20120601,,000767.SZ,,,0.11988641
20120601,,600763.SH,,,0.11943539
20120601,,600735.SH,,,0.119391048
20120601,,600549.SH,,,0.118611899
20120601,,600753.SH,,,0.117426071
20120601,,000628.SZ,,,0.117398199
20120601,,000025.SZ,,,0.115515571
20120601,,000661.SZ,,,0.114267665
20120601,,600090.SH,,,0.114014283
20120601,,300239.SZ,,,0.113988945
20120601,,000737.SZ,,,0.113829314
20120601,,002192.SZ,,,0.113825513
20120601,,600519.SH,,,0.113071702
20120601,,000587.SZ,,,0.112131655
20120601,,000752.SZ,,,0.111996095
20120601,,000869.SZ,,,0.111892209
20120601,,002140.SZ,,,0.111151067
20120601,,000799.SZ,,,0.110416259
20120601,,002081.SZ,,,0.110344045
20120601,,000018.SZ,,,0.10984615
20120601,,002262.SZ,,,0.10974353
20120601,,600365.SH,,,0.109179755
20120601,,600980.SH,,,0.108931441
20120601,,600728.SH,,,0.108757874
20120601,,000048.SZ,,,0.108503225
20120601,,600149.SH,,,0.107602452
20120601,,600671.SH,,,0.107395946
20120601,,002252.SZ,,,0.107004471
20120601,,002646.SZ,,,0.106507842
20120601,,600609.SH,,,0.10520926
20120601,,600113.SH,,,0.10503696
20120601,,000596.SZ,,,0.104494722
20120601,,600315.SH,,,0.104383234
20120601,,600179.SH,,,0.104088044
20120601,,600768.SH,,,0.103292425
20120601,,300104.SZ,,,0.103025107
20120601,,000546.SZ,,,0.102998502
20120601,,600265.SH,,,0.102362513
20120601,,002450.SZ,,,0.102254826
20120601,,600136.SH,,,0.101802539
20120601,,600747.SH,,,0.101366722
20120601,,600086.SH,,,0.101189355
20120601,,000852.SZ,,,0.100992984
20120601,,002114.SZ,,,0.100677523
20120601,,600256.SH,,,0.100384867
20120601,,600769.SH,,,0.100142887
20120601,,002310.SZ,,,0.099429617
20120601,,002230.SZ,,,0.098958326
20120601,,600132.SH,,,0.098763222
20120601,,000803.SZ,,,0.098717614
20120601,,600547.SH,,,0.098514908
20120601,,600238.SH,,,0.098421157
20120601,,600517.SH,,,0.098365413
20120601,,002353.SZ,,,0.098155106
20120601,,000758.SZ,,,0.09800181
20120601,,000970.SZ,,,0.097820641
20120601,,000750.SZ,,,0.097422832
20120601,,600520.SH,,,0.09739876
20120601,,002153.SZ,,,0.097286006
20120601,,600699.SH,,,0.09701362
20120601,,000902.SZ,,,0.096936338
20120601,,000020.SZ,,,0.096541063
20120601,,600559.SH,,,0.096487852
20120601,,600633.SH,,,0.096205331
20120601,,600562.SH,,,0.096000092
20120601,,002168.SZ,,,0.095773315
20120601,,600276.SH,,,0.095168999
20120601,,300146.SZ,,,0.095041041
20120601,,000963.SZ,,,0.094292298
20120601,,002096.SZ,,,0.094193479
20120601,,600734.SH,,,0.093962901
20120601,,000585.SZ,,,0.093800737
20120601,,600773.SH,,,0.093772865
20120601,,000760.SZ,,,0.093772865
20120601,,000848.SZ,,,0.093183751
20120601,,002013.SZ,,,0.092519891
20120601,,000790.SZ,,,0.091877567
20120601,,600251.SH,,,0.091634321
20120601,,600890.SH,,,0.091358134
20120601,,000502.SZ,,,0.091356868
20120601,,600199.SH,,,0.091260582
20120601,,000590.SZ,,,0.091050275
20120601,,600331.SH,,,0.090862773
20120601,,000595.SZ,,,0.090810829
20120601,,600242.SH,,,0.090608124
20120601,,600779.SH,,,0.09018751
20120601,,000423.SZ,,,0.08859247
20120601,,600696.SH,,,0.088225066
20120601,,000518.SZ,,,0.087368635
20120601,,600200.SH,,,0.087293888
20120601,,002223.SZ,,,0.08726855
20120601,,600359.SH,,,0.086761786
20120601,,600372.SH,,,0.086455193
20120601,,600570.SH,,,0.086399449
20120601,,600422.SH,,,0.085887618
20120601,,000826.SZ,,,0.085174348
20120601,,000779.SZ,,,0.084924766
20120601,,000568.SZ,,,0.084254571
20120601,,600812.SH,,,0.084196293
20120601,,600311.SH,,,0.083984719
20120601,,600300.SH,,,0.083845359
20120601,,002041.SZ,,,0.083831423
20120601,,002030.SZ,,,0.083789615
20120601,,002198.SZ,,,0.08348429
20120601,,600371.SH,,,0.083301855
20120601,,600392.SH,,,0.083106751
20120601,,002063.SZ,,,0.083071277
20120601,,300021.SZ,,,0.082616457
20120601,,000607.SZ,,,0.082603788
20120601,,002415.SZ,,,0.082567047
20120601,,002292.SZ,,,0.082430221
20120601,,002022.SZ,,,0.080993545
20120601,,002293.SZ,,,0.08096694
20120601,,600084.SH,,,0.080629942
20120601,,000586.SZ,,,0.080595735
20120601,,000650.SZ,,,0.080485514
20120601,,000861.SZ,,,0.080219463
20120601,,600478.SH,,,0.08002816
20120601,,002269.SZ,,,0.079814052
20120601,,300015.SZ,,,0.079697496
20120601,,600112.SH,,,0.079634151
20120601,,000982.SZ,,,0.079545467
20120601,,000921.SZ,,,0.079479588
20120601,,000862.SZ,,,0.079293352
20120601,,000975.SZ,,,0.079256612
20120601,,000529.SZ,,,0.079152725
20120601,,002038.SZ,,,0.079069109
20120601,,002447.SZ,,,0.078963956
20120601,,000519.SZ,,,0.07879799
20120601,,600552.SH,,,0.0786751
20120601,,000538.SZ,,,0.078540808
20120601,,002296.SZ,,,0.078455925
20120601,,600758.SH,,,0.07843312
20120601,,000931.SZ,,,0.078354572
20120601,,600532.SH,,,0.078349504
20120601,,002155.SZ,,,0.078248152
20120601,,600280.SH,,,0.07817087
20120601,,000506.SZ,,,0.078141731
20120601,,001896.SZ,,,0.077907353
20120601,,600107.SH,,,0.077894684
20120601,,600637.SH,,,0.077878214
20120601,,002344.SZ,,,0.077676775
20120601,,002129.SZ,,,0.077418326
20120601,,600272.SH,,,0.077100331
20120601,,600647.SH,,,0.077049655
20120601,,600118.SH,,,0.076860885
20120601,,000552.SZ,,,0.076585966
20120601,,002653.SZ,,,0.076191957
20120601,,600419.SH,,,0.07613748
20120601,,000522.SZ,,,0.07594871
