<portfolio>,Portfolio2,,,,
<portfolio owner>,,,,,
<description>,,,,,
<store by value>,No,,,,
<validate>,Yes,,,,
<ID AS OF>,Today,,,,
<portfolio value>,10000000,,,,
<portfolio currency>,CNY,,,,
<base currency>,CNY,,,,
<date>,<portfolio>,<CODE_CN>,<TICKER_US>,<ISIN>,<weight>
20100301,,600836.SH,,,0.264207666
20100301,,600809.SH,,,0.264064322
20100301,,000762.SZ,,,0.263045827
20100301,,600612.SH,,,0.261959433
20100301,,002121.SZ,,,0.261936799
20100301,,600559.SH,,,0.261697893
20100301,,600844.SH,,,0.261662686
20100301,,600132.SH,,,0.260065786
20100301,,000963.SZ,,,0.259902324
20100301,,002262.SZ,,,0.259706169
20100301,,600187.SH,,,0.259565341
20100301,,600873.SH,,,0.258071548
20100301,,600331.SH,,,0.257317107
20100301,,000901.SZ,,,0.256663258
20100301,,000776.SZ,,,0.256472133
20100301,,002198.SZ,,,0.253394015
20100301,,002304.SZ,,,0.252209543
20100301,,002271.SZ,,,0.251676405
20100301,,002063.SZ,,,0.250557318
20100301,,000593.SZ,,,0.250235423
20100301,,000795.SZ,,,0.249667078
20100301,,600894.SH,,,0.249609237
20100301,,600468.SH,,,0.248646068
20100301,,000803.SZ,,,0.248349321
20100301,,002218.SZ,,,0.247967071
20100301,,600838.SH,,,0.246631711
20100301,,002096.SZ,,,0.246415438
20100301,,600845.SH,,,0.245643394
20100601,,000545.SZ,,,6.777381263
20100601,,600876.SH,,,6.762066332
20100601,,600083.SH,,,2.959689768
20100601,,000908.SZ,,,1.532722483
20100601,,000010.SZ,,,1.525589102
20100601,,600373.SH,,,1.523709513
20100601,,000922.SZ,,,1.456885427
20100601,,600115.SH,,,1.232039975
20100601,,600766.SH,,,1.146639984
20100601,,000409.SZ,,,1.028837298
20100601,,000603.SZ,,,0.968328114
20100601,,600076.SH,,,0.963608112
20100601,,600259.SH,,,0.906324316
20100601,,000049.SZ,,,0.903923877
20100601,,600579.SH,,,0.886289384
20100601,,600848.SH,,,0.854271666
20100601,,600847.SH,,,0.812422499
20100601,,000546.SZ,,,0.811901649
20100601,,000068.SZ,,,0.782646701
20100601,,600609.SH,,,0.780084507
20100601,,600816.SH,,,0.761479486
20100601,,600869.SH,,,0.735805786
20100601,,600695.SH,,,0.735475806
20100601,,600406.SH,,,0.723146866
20100601,,600800.SH,,,0.717378695
20100601,,600145.SH,,,0.710817925
20100601,,000613.SZ,,,0.701682022
20100601,,600645.SH,,,0.700705024
20100601,,600610.SH,,,0.694652164
20100601,,600698.SH,,,0.671689472
20100601,,000628.SZ,,,0.669822824
20100601,,002223.SZ,,,0.655776049
20100601,,600111.SH,,,0.617595478
20100601,,600547.SH,,,0.605567401
20100601,,600139.SH,,,0.605150074
20100601,,000504.SZ,,,0.594286631
20100601,,000665.SZ,,,0.571472754
20100601,,000605.SZ,,,0.555507568
20100601,,000893.SZ,,,0.536200532
20100601,,000413.SZ,,,0.529494183
20100601,,002007.SZ,,,0.514211603
20100601,,600734.SH,,,0.512399951
20100601,,600490.SH,,,0.508032575
20100601,,600444.SH,,,0.503846364
20100601,,000408.SZ,,,0.49813966
20100601,,600275.SH,,,0.497628515
20100601,,000831.SZ,,,0.482265057
20100601,,600252.SH,,,0.478182369
20100601,,600161.SH,,,0.47334914
20100601,,000710.SZ,,,0.469674074
20100601,,000691.SZ,,,0.462738034
20100601,,000856.SZ,,,0.459069438
20100601,,600604.SH,,,0.456963393
20100601,,300068.SZ,,,0.455536717
20100601,,600157.SH,,,0.45546878
20100601,,600132.SH,,,0.454650301
20100601,,002262.SZ,,,0.452298388
20100601,,000762.SZ,,,0.450483501
20100601,,000809.SZ,,,0.450017647
20100601,,000008.SZ,,,0.44750398
20100601,,000996.SZ,,,0.44280986
20100601,,600812.SH,,,0.442331066
20100601,,000025.SZ,,,0.441713163
20100601,,002192.SZ,,,0.440302662
20100601,,600703.SH,,,0.432014353
20100601,,600468.SH,,,0.425722097
20100601,,000661.SZ,,,0.421781753
20100601,,600213.SH,,,0.420157737
20100601,,600733.SH,,,0.420060684
20100601,,600198.SH,,,0.419986277
20100601,,000633.SZ,,,0.418219916
20100601,,600715.SH,,,0.417501725
20100601,,000596.SZ,,,0.41247439
20100601,,000703.SZ,,,0.410410401
20100601,,300003.SZ,,,0.408375527
20100601,,002304.SZ,,,0.406214485
20100601,,000585.SZ,,,0.401507424
20100601,,002038.SZ,,,0.399320501
20100601,,000639.SZ,,,0.399168452
20100601,,002362.SZ,,,0.397201515
20100601,,000415.SZ,,,0.395415743
20100601,,600990.SH,,,0.395224873
20100601,,001896.SZ,,,0.395186052
20100601,,600276.SH,,,0.394299636
20100601,,600890.SH,,,0.394150822
20100601,,000004.SZ,,,0.394037594
20100601,,600570.SH,,,0.39130394
20100601,,600537.SH,,,0.390242829
20100601,,002041.SZ,,,0.389553754
20100601,,002151.SZ,,,0.38906849
20100601,,600146.SH,,,0.388605872
20100601,,002153.SZ,,,0.382575658
20100601,,600315.SH,,,0.379909941
20100601,,002022.SZ,,,0.378787364
20100601,,000078.SZ,,,0.378211518
20100601,,000869.SZ,,,0.376972477
20100601,,600365.SH,,,0.374795259
20100601,,600552.SH,,,0.37414177
20100601,,600844.SH,,,0.37412883
20100601,,600256.SH,,,0.373536808
20100601,,000586.SZ,,,0.371417822
20100601,,600489.SH,,,0.36998144
20100601,,002294.SZ,,,0.368189199
20100601,,000862.SZ,,,0.368030679
20100601,,002378.SZ,,,0.36738366
20100601,,300022.SZ,,,0.365523482
20100601,,600455.SH,,,0.36544584
20100601,,002241.SZ,,,0.364552954
20100601,,002310.SZ,,,0.364485017
20100601,,000566.SZ,,,0.362375736
20100601,,600850.SH,,,0.358205701
20100601,,600517.SH,,,0.357587798
20100601,,002140.SZ,,,0.355711444
20100601,,002121.SZ,,,0.355255296
20100601,,600499.SH,,,0.354996488
20100601,,002063.SZ,,,0.354854144
20100601,,600379.SH,,,0.354550045
20100601,,002081.SZ,,,0.354061546
20100601,,000963.SZ,,,0.3514023
20100601,,002230.SZ,,,0.350975267
20100601,,600750.SH,,,0.35055794
20100601,,000953.SZ,,,0.349270373
20100601,,000716.SZ,,,0.348862751
20100601,,600223.SH,,,0.340868836
20100601,,002161.SZ,,,0.337326409
20100601,,002252.SZ,,,0.337297293
20100601,,002104.SZ,,,0.335084489
20100601,,600562.SH,,,0.334971261
20100601,,600575.SH,,,0.332891096
20100601,,600891.SH,,,0.331862336
20100601,,600818.SH,,,0.331289725
20100601,,600613.SH,,,0.331244434
20100601,,600511.SH,,,0.329235441
20100601,,002273.SZ,,,0.328575482
20100601,,000792.SZ,,,0.327530547
20100601,,002091.SZ,,,0.325799772
20100601,,600735.SH,,,0.325482733
20100601,,000028.SZ,,,0.321623266
20100601,,000020.SZ,,,0.321584445
20100601,,000065.SZ,,,0.319724267
20100601,,600090.SH,,,0.318876672
20100601,,600828.SH,,,0.318174657
20100601,,002219.SZ,,,0.31723648
20100601,,600187.SH,,,0.31691297
20100601,,002271.SZ,,,0.316210955
20100601,,600856.SH,,,0.315039851
20100601,,601099.SH,,,0.313813751
20100601,,000538.SZ,,,0.31341907
20100601,,000895.SZ,,,0.313121441
20100601,,600781.SH,,,0.312937041
20100601,,000411.SZ,,,0.312694409
20100601,,002166.SZ,,,0.312451777
20100601,,002250.SZ,,,0.312290022
20100601,,000801.SZ,,,0.3113292
20100601,,000795.SZ,,,0.310924813
20100601,,000848.SZ,,,0.30907434
20100601,,002093.SZ,,,0.307663839
20100601,,000925.SZ,,,0.306508911
20100601,,000056.SZ,,,0.303289993
20100601,,600298.SH,,,0.300527223
20100601,,000423.SZ,,,0.300093721
20100601,,600809.SH,,,0.299181424
20100601,,000712.SZ,,,0.298298244
20100601,,000638.SZ,,,0.297117435
20100601,,600707.SH,,,0.295309018
20100601,,600193.SH,,,0.294548771
20100601,,600538.SH,,,0.290524315
20100601,,002202.SZ,,,0.28982877
20100601,,002123.SZ,,,0.289081463
20100601,,000760.SZ,,,0.288945589
20100601,,002296.SZ,,,0.286700435
20100601,,000537.SZ,,,0.284762614
20100601,,600873.SH,,,0.28410589
20100601,,000861.SZ,,,0.28342005
20100601,,000602.SZ,,,0.282113072
20100601,,300002.SZ,,,0.281796033
20100601,,600331.SH,,,0.280608754
20100601,,002322.SZ,,,0.280392003
20100601,,002415.SZ,,,0.280091139
20100601,,002005.SZ,,,0.280019967
20100601,,600803.SH,,,0.27944412
20100601,,000887.SZ,,,0.27926619
20100601,,300025.SZ,,,0.2768334
20100901,,600885.SH,,,82.25855002
20100901,,000545.SZ,,,1.247234675
20100901,,600728.SH,,,0.86550352
20100901,,600876.SH,,,0.5731446
20100901,,600083.SH,,,0.523393042
20100901,,600579.SH,,,0.309946518
20100901,,600373.SH,,,0.266696313
20100901,,000922.SZ,,,0.252722009
20100901,,000010.SZ,,,0.23485988
20100901,,000908.SZ,,,0.205381542
20100901,,000921.SZ,,,0.188000199
20100901,,000603.SZ,,,0.177542746
20100901,,600800.SH,,,0.173480176
20100901,,600766.SH,,,0.166541485
20100901,,000409.SZ,,,0.166512361
20100901,,600076.SH,,,0.16567015
20100901,,600515.SH,,,0.158614007
20100901,,000049.SZ,,,0.157813334
20100901,,600847.SH,,,0.152796831
20100901,,600610.SH,,,0.138725129
20100901,,600259.SH,,,0.137538204
20100901,,600848.SH,,,0.130946136
20100901,,600698.SH,,,0.126985262
20100901,,600695.SH,,,0.126245224
20100901,,600490.SH,,,0.125873773
20100901,,000068.SZ,,,0.123761084
20100901,,000413.SZ,,,0.121560545
20100901,,000628.SZ,,,0.120882098
20100901,,600645.SH,,,0.118258544
20100901,,000613.SZ,,,0.115576264
20100901,,600869.SH,,,0.112327259
20100901,,000856.SZ,,,0.110851002
20100901,,000546.SZ,,,0.108836667
20100901,,600111.SH,,,0.107834512
20100901,,600816.SH,,,0.105962932
20100901,,600406.SH,,,0.105617263
20100901,,600734.SH,,,0.105373767
20100901,,000831.SZ,,,0.104941202
20100901,,600609.SH,,,0.103760484
20100901,,000869.SZ,,,0.097744691
20100901,,000408.SZ,,,0.096393048
20100901,,600145.SH,,,0.095042359
20100901,,000504.SZ,,,0.09333693
20100901,,600468.SH,,,0.092304219
20100901,,600444.SH,,,0.091024192
20100901,,000971.SZ,,,0.090600699
20100901,,002190.SZ,,,0.087207028
20100901,,600547.SH,,,0.087140664
20100901,,600604.SH,,,0.085214178
20100901,,000703.SZ,,,0.084540027
20100901,,600146.SH,,,0.084025342
20100901,,000605.SZ,,,0.084011974
20100901,,002310.SZ,,,0.083890226
20100901,,002166.SZ,,,0.083276233
20100901,,600139.SH,,,0.082359541
20100901,,600703.SH,,,0.080180487
20100901,,002192.SZ,,,0.077856291
20100901,,000639.SZ,,,0.07714108
20100901,,600132.SH,,,0.076570057
20100901,,000596.SZ,,,0.07622391
20100901,,000893.SZ,,,0.076123169
20100901,,000665.SZ,,,0.075989963
20100901,,600990.SH,,,0.075662436
20100901,,600335.SH,,,0.075590819
20100901,,600733.SH,,,0.075089503
20100901,,600198.SH,,,0.07484362
20100901,,000762.SZ,,,0.074033875
20100901,,002007.SZ,,,0.073180205
20100901,,002081.SZ,,,0.073149649
20100901,,000710.SZ,,,0.073111931
20100901,,000669.SZ,,,0.072139855
20100901,,000809.SZ,,,0.071977047
20100901,,002304.SZ,,,0.071901133
20100901,,600856.SH,,,0.071572175
20100901,,000633.SZ,,,0.071063697
20100901,,600537.SH,,,0.070770069
20100901,,000813.SZ,,,0.070619674
20100901,,600828.SH,,,0.07028976
20100901,,600715.SH,,,0.069797516
20100901,,000996.SZ,,,0.069665741
20100901,,000953.SZ,,,0.069573117
20100901,,000691.SZ,,,0.068781993
20100901,,000025.SZ,,,0.068263011
20100901,,000004.SZ,,,0.06795506
20100901,,002223.SZ,,,0.067805143
20100901,,600809.SH,,,0.067611778
20100901,,600562.SH,,,0.066436789
20100901,,600275.SH,,,0.066319815
20100901,,002041.SZ,,,0.064779104
20100901,,000585.SZ,,,0.064772897
20100901,,002104.SZ,,,0.064495979
20100901,,600850.SH,,,0.064036678
20100901,,000415.SZ,,,0.063736844
20100901,,000056.SZ,,,0.06332099
20100901,,000661.SZ,,,0.063053622
20100901,,000795.SZ,,,0.063041208
20100901,,600187.SH,,,0.063030227
20100901,,002252.SZ,,,0.06268026
20100901,,002230.SZ,,,0.062596708
20100901,,600575.SH,,,0.061671422
20100901,,000586.SZ,,,0.061476624
20100901,,000792.SZ,,,0.061092282
20100901,,600818.SH,,,0.061031647
20100901,,002093.SZ,,,0.060835895
20100901,,000848.SZ,,,0.060691707
20100901,,600890.SH,,,0.060533673
20100901,,002069.SZ,,,0.060288267
20100901,,600086.SH,,,0.060245297
20100901,,000078.SZ,,,0.060227631
20100901,,002262.SZ,,,0.060192778
20100901,,600161.SH,,,0.059208289
20100901,,600213.SH,,,0.059143356
20100901,,000008.SZ,,,0.058255788
20100901,,600365.SH,,,0.057797442
20100901,,002241.SZ,,,0.057459889
20100901,,000760.SZ,,,0.056969555
20100901,,002161.SZ,,,0.056840167
20100901,,002236.SZ,,,0.056390893
20100901,,000568.SZ,,,0.056376092
20100901,,000519.SZ,,,0.056187979
20100901,,600570.SH,,,0.055921088
20100901,,000602.SZ,,,0.055794088
20100901,,600552.SH,,,0.055769738
20100901,,002249.SZ,,,0.055552979
20100901,,002151.SZ,,,0.055531494
20100901,,600252.SH,,,0.055528629
20100901,,600489.SH,,,0.055424546
20100901,,600223.SH,,,0.055355794
20100901,,600199.SH,,,0.05531187
20100901,,600891.SH,,,0.055111343
20100901,,002153.SZ,,,0.055077922
20100901,,600559.SH,,,0.054915114
20100901,,002038.SZ,,,0.054735595
20100901,,600455.SH,,,0.054567535
20100901,,300003.SZ,,,0.054524087
20100901,,002063.SZ,,,0.054522177
20100901,,002219.SZ,,,0.054363666
20100901,,600315.SH,,,0.054209452
20100901,,000423.SZ,,,0.053998422
20100901,,600538.SH,,,0.053892429
20100901,,600844.SH,,,0.053721504
20100901,,000862.SZ,,,0.053628403
20100901,,600812.SH,,,0.053214459
20100901,,000020.SZ,,,0.053206342
20100901,,002250.SZ,,,0.052875474
20100901,,600980.SH,,,0.052835368
20100901,,600750.SH,,,0.052309225
20100901,,002091.SZ,,,0.052010823
20100901,,600873.SH,,,0.051962601
20100901,,600781.SH,,,0.051895281
20100901,,000566.SZ,,,0.051794063
20100901,,600251.SH,,,0.051706691
20100901,,600460.SH,,,0.051487544
20100901,,000018.SZ,,,0.051456988
20100901,,600331.SH,,,0.051448394
20100901,,002168.SZ,,,0.051160973
20100901,,000895.SZ,,,0.051136623
20100901,,600773.SH,,,0.051007713
20100901,,300022.SZ,,,0.050986706
20100901,,600729.SH,,,0.050951375
20100901,,600276.SH,,,0.050822943
20100901,,002378.SZ,,,0.050727454
20100901,,600511.SH,,,0.050590905
20100901,,000788.SZ,,,0.050516901
20100901,,002294.SZ,,,0.050392288
20100901,,002296.SZ,,,0.050126352
20100901,,600763.SH,,,0.049805987
20100901,,002297.SZ,,,0.049739145
20100901,,002269.SZ,,,0.04965225
20100901,,000411.SZ,,,0.049631243
20100901,,002271.SZ,,,0.049564401
20100901,,600090.SH,,,0.049397773
20100901,,000028.SZ,,,0.049321382
20100901,,002139.SZ,,,0.049162393
20100901,,002030.SZ,,,0.049098415
20100901,,000538.SZ,,,0.048999107
20100901,,002121.SZ,,,0.048664896
20100901,,600225.SH,,,0.048440975
20100901,,002022.SZ,,,0.048432859
20100901,,002447.SZ,,,0.048318272
20100901,,000979.SZ,,,0.048133979
20100901,,600613.SH,,,0.048121565
20100901,,002114.SZ,,,0.048067137
20100901,,600517.SH,,,0.047876637
20100901,,002005.SZ,,,0.047704279
20100901,,600228.SH,,,0.047503275
20100901,,600256.SH,,,0.047419245
20100901,,000925.SZ,,,0.047384869
20100901,,002273.SZ,,,0.047253572
20100901,,601099.SH,,,0.047071189
20100901,,600499.SH,,,0.047030129
20101201,,000545.SZ,,,5.549460433
20101201,,600083.SH,,,2.900570142
20101201,,000034.SZ,,,2.03100984
20101201,,000908.SZ,,,1.83383437
20101201,,600876.SH,,,1.770931365
20101201,,000922.SZ,,,1.741095273
20101201,,600259.SH,,,1.489015967
20101201,,000603.SZ,,,1.380253411
20101201,,000010.SZ,,,1.174337644
20101201,,600373.SH,,,1.08902491
20101201,,000831.SZ,,,1.038258834
20101201,,600800.SH,,,0.945333827
20101201,,000856.SZ,,,0.928167271
20101201,,600699.SH,,,0.921258442
20101201,,600766.SH,,,0.881631911
20101201,,000409.SZ,,,0.865771751
20101201,,600848.SH,,,0.85712441
20101201,,600610.SH,,,0.854360878
20101201,,000068.SZ,,,0.788284837
20101201,,600515.SH,,,0.77116099
20101201,,600132.SH,,,0.737252457
20101201,,600146.SH,,,0.715174351
20101201,,600490.SH,,,0.699078036
20101201,,600076.SH,,,0.69487998
20101201,,600609.SH,,,0.686210027
20101201,,000628.SZ,,,0.680471931
20101201,,600734.SH,,,0.674459993
20101201,,600145.SH,,,0.664556501
20101201,,000921.SZ,,,0.661544251
20101201,,600468.SH,,,0.655077587
20101201,,600645.SH,,,0.647555757
20101201,,600847.SH,,,0.642541203
20101201,,000049.SZ,,,0.629236054
20101201,,600111.SH,,,0.627618132
20101201,,000408.SZ,,,0.614682292
20101201,,600695.SH,,,0.603291517
20101201,,000703.SZ,,,0.602751372
20101201,,000795.SZ,,,0.58910455
20101201,,600086.SH,,,0.588674947
20101201,,000596.SZ,,,0.588300614
20101201,,000413.SZ,,,0.582738378
20101201,,000613.SZ,,,0.576618412
20101201,,002230.SZ,,,0.550181464
20101201,,600547.SH,,,0.54066989
20101201,,600406.SH,,,0.525766918
20101201,,000602.SZ,,,0.524191705
20101201,,000546.SZ,,,0.519963501
20101201,,600850.SH,,,0.519332914
20101201,,600444.SH,,,0.517878291
20101201,,000605.SZ,,,0.517421052
20101201,,002081.SZ,,,0.509544987
20101201,,002168.SZ,,,0.508874203
20101201,,000669.SZ,,,0.508479771
20101201,,600213.SH,,,0.503334578
20101201,,600139.SH,,,0.503136106
20101201,,600816.SH,,,0.495393193
20101201,,000639.SZ,,,0.489132537
20101201,,000504.SZ,,,0.479560669
20101201,,600698.SH,,,0.47390799
20101201,,600537.SH,,,0.472493565
20101201,,600715.SH,,,0.471780071
20101201,,000665.SZ,,,0.466878571
20101201,,600372.SH,,,0.465499317
20101201,,600335.SH,,,0.465027005
20101201,,000971.SZ,,,0.458241278
20101201,,002304.SZ,,,0.457605666
20101201,,000661.SZ,,,0.45556819
20101201,,600198.SH,,,0.449116599
20101201,,600733.SH,,,0.445287852
20101201,,000633.SZ,,,0.438165477
20101201,,000710.SZ,,,0.4345553
20101201,,600252.SH,,,0.432894669
20101201,,000869.SZ,,,0.429884932
20101201,,600809.SH,,,0.418572038
20101201,,600812.SH,,,0.41317059
20101201,,600256.SH,,,0.408826821
20101201,,002161.SZ,,,0.408726328
20101201,,002192.SZ,,,0.407595793
20101201,,600187.SH,,,0.407568157
20101201,,600604.SH,,,0.405510583
20101201,,002006.SZ,,,0.399694605
20101201,,000953.SZ,,,0.398116879
20101201,,002140.SZ,,,0.386658272
20101201,,002166.SZ,,,0.384892124
20101201,,600570.SH,,,0.382801889
20101201,,000963.SZ,,,0.379063585
20101201,,002153.SZ,,,0.379043486
20101201,,002223.SZ,,,0.378809842
20101201,,000004.SZ,,,0.378724424
20101201,,600980.SH,,,0.375169518
20101201,,000996.SZ,,,0.371926136
20101201,,600559.SH,,,0.371777911
20101201,,002007.SZ,,,0.37155934
20101201,,600728.SH,,,0.371225204
20101201,,000056.SZ,,,0.3711222
20101201,,600311.SH,,,0.369956492
20101201,,600818.SH,,,0.369850975
20101201,,600552.SH,,,0.36457263
20101201,,000691.SZ,,,0.363926968
20101201,,000893.SZ,,,0.363803866
20101201,,000790.SZ,,,0.362776334
20101201,,000762.SZ,,,0.362560276
20101201,,000809.SZ,,,0.36074137
20101201,,600856.SH,,,0.356018243
20101201,,000695.SZ,,,0.35523943
20101201,,002106.SZ,,,0.350031429
20101201,,600331.SH,,,0.345838398
20101201,,600873.SH,,,0.345783127
20101201,,002041.SZ,,,0.345155052
20101201,,002038.SZ,,,0.344097373
20101201,,600990.SH,,,0.343896389
20101201,,600773.SH,,,0.343456736
20101201,,000025.SZ,,,0.343446687
20101201,,600763.SH,,,0.342803538
20101201,,002252.SZ,,,0.342125216
20101201,,000415.SZ,,,0.341647879
20101201,,002378.SZ,,,0.341585071
20101201,,002262.SZ,,,0.340296261
20101201,,002013.SZ,,,0.337414651
20101201,,600828.SH,,,0.3372614
20101201,,002093.SZ,,,0.336269041
20101201,,002063.SZ,,,0.334163733
20101201,,002130.SZ,,,0.333523096
20101201,,600276.SH,,,0.333118615
20101201,,600403.SH,,,0.332460392
20101201,,600365.SH,,,0.330415379
20101201,,000848.SZ,,,0.330048583
20101201,,002310.SZ,,,0.328925584
20101201,,600199.SH,,,0.327669433
20101201,,002104.SZ,,,0.32739308
20101201,,002055.SZ,,,0.326925792
20101201,,002269.SZ,,,0.32435822
20101201,,000568.SZ,,,0.324109502
20101201,,000586.SZ,,,0.32309202
20101201,,002069.SZ,,,0.322170005
20101201,,600180.SH,,,0.321971534
20101201,,300003.SZ,,,0.321941386
20101201,,000813.SZ,,,0.321124888
20101201,,002219.SZ,,,0.319532089
20101201,,000078.SZ,,,0.318861304
20101201,,002167.SZ,,,0.317904118
20101201,,600228.SH,,,0.315989744
