code,date,p2b
000001.SZ,20130901,0.9501
000002.SZ,20130901,1.5634
000004.SZ,20130901,13.1743
000005.SZ,20130901,3.5623
000006.SZ,20130901,1.7509
000007.SZ,20130901,15.5713
000008.SZ,20130901,4.9006
000009.SZ,20130901,4.1472
000010.SZ,20130901,6.513
000011.SZ,20130901,2.9129
000012.SZ,20130901,2.6301
000014.SZ,20130901,3.7497
000016.SZ,20130901,1.04
000017.SZ,20130901,nan
000018.SZ,20130901,14.5695
000019.SZ,20130901,2.4756
000020.SZ,20130901,6.5434
000021.SZ,20130901,1.9235
000022.SZ,20130901,2.4315
000023.SZ,20130901,3.0896
000024.SZ,20130901,1.887
000025.SZ,20130901,7.7379
000026.SZ,20130901,1.9599
000027.SZ,20130901,0.9408
000028.SZ,20130901,5.3463
000029.SZ,20130901,2.3181
000030.SZ,20130901,2.3407
000031.SZ,20130901,1.5543
000032.SZ,20130901,2.1951
000033.SZ,20130901,4.9014
000034.SZ,20130901,16.6144
000035.SZ,20130901,nan
000036.SZ,20130901,2.0426
000037.SZ,20130901,1.695
000038.SZ,20130901,6.544
000039.SZ,20130901,1.695
000040.SZ,20130901,1.7026
000042.SZ,20130901,2.2265
000043.SZ,20130901,1.5414
000045.SZ,20130901,1.7776
000046.SZ,20130901,2.7992
000048.SZ,20130901,6.7269
000049.SZ,20130901,23.3794
000050.SZ,20130901,5.5021
000055.SZ,20130901,3.895
000056.SZ,20130901,nan
000058.SZ,20130901,2.8209
000059.SZ,20130901,0.7843
000060.SZ,20130901,2.7719
000061.SZ,20130901,2.2921
000062.SZ,20130901,4.1565
000063.SZ,20130901,2.5984
000065.SZ,20130901,3.0259
000066.SZ,20130901,2.0607
000068.SZ,20130901,26.7815
000069.SZ,20130901,1.9759
000070.SZ,20130901,3.1466
000078.SZ,20130901,3.3502
000088.SZ,20130901,1.7674
000089.SZ,20130901,0.9333
000090.SZ,20130901,1.3045
000096.SZ,20130901,1.2956
000099.SZ,20130901,1.822
000100.SZ,20130901,1.4965
000150.SZ,20130901,2.1647
000151.SZ,20130901,2.5057
000153.SZ,20130901,2.3361
000155.SZ,20130901,1.4703
000156.SZ,20130901,31.3213
000157.SZ,20130901,0.9716
000158.SZ,20130901,1.1578
000159.SZ,20130901,1.4577
000301.SZ,20130901,1.3838
000338.SZ,20130901,1.4502
000400.SZ,20130901,5.2142
000401.SZ,20130901,0.8925
000402.SZ,20130901,0.8069
000403.SZ,20130901,16.5005
000404.SZ,20130901,1.8087
000407.SZ,20130901,3.7656
000408.SZ,20130901,9.3488
000409.SZ,20130901,6.6074
000410.SZ,20130901,1.5753
000411.SZ,20130901,4.0834
000413.SZ,20130901,2.8343
000415.SZ,20130901,1.2475
000416.SZ,20130901,4.7524
000417.SZ,20130901,1.551
000418.SZ,20130901,1.3409
000419.SZ,20130901,1.7133
000420.SZ,20130901,2.9561
000421.SZ,20130901,1.672
000422.SZ,20130901,1.0004
000423.SZ,20130901,6.0677
000425.SZ,20130901,0.9101
000426.SZ,20130901,2.2508
000428.SZ,20130901,3.9064
000429.SZ,20130901,0.8896
000430.SZ,20130901,5.9797
000488.SZ,20130901,0.6343
000498.SZ,20130901,2.3304
000501.SZ,20130901,2.1403
000502.SZ,20130901,7.1728
000503.SZ,20130901,12.9567
000504.SZ,20130901,17.3425
000505.SZ,20130901,10.1496
000506.SZ,20130901,2.8703
000507.SZ,20130901,1.5378
000509.SZ,20130901,nan
000510.SZ,20130901,3.486
000511.SZ,20130901,3.0463
000513.SZ,20130901,3.6427
000514.SZ,20130901,1.4459
000516.SZ,20130901,2.5693
000517.SZ,20130901,1.8948
000518.SZ,20130901,4.6456
000519.SZ,20130901,6.646
000520.SZ,20130901,nan
000521.SZ,20130901,0.8931
000523.SZ,20130901,3.5502
000524.SZ,20130901,2.5912
000525.SZ,20130901,2.7197
000526.SZ,20130901,7.6449
000527.SZ,20130901,2.1024
000528.SZ,20130901,0.7859
000529.SZ,20130901,3.8699
000530.SZ,20130901,1.4717
000531.SZ,20130901,1.5053
000532.SZ,20130901,6.6036
000533.SZ,20130901,2.4
000534.SZ,20130901,2.035
000536.SZ,20130901,8.2151
000537.SZ,20130901,3.0507
000538.SZ,20130901,9.3521
000539.SZ,20130901,1.2284
000540.SZ,20130901,3.3635
000541.SZ,20130901,2.2189
000543.SZ,20130901,1.1679
000544.SZ,20130901,3.5571
000545.SZ,20130901,4.642
000546.SZ,20130901,6.8493
000547.SZ,20130901,2.252
000548.SZ,20130901,1.6769
000550.SZ,20130901,1.6362
000551.SZ,20130901,2.3968
000552.SZ,20130901,3.0707
000553.SZ,20130901,4.3182
000554.SZ,20130901,2.4058
000555.SZ,20130901,nan
000557.SZ,20130901,35.549
000558.SZ,20130901,2.6871
000559.SZ,20130901,2.8116
000560.SZ,20130901,1.6083
000561.SZ,20130901,4.03
000562.SZ,20130901,2.558
000563.SZ,20130901,3.576
000564.SZ,20130901,1.3005
000565.SZ,20130901,2.3931
000566.SZ,20130901,3.6454
000567.SZ,20130901,7.0035
000568.SZ,20130901,3.4965
000570.SZ,20130901,1.8101
000571.SZ,20130901,1.5853
000572.SZ,20130901,0.961
000573.SZ,20130901,2.2967
000576.SZ,20130901,3.4359
000581.SZ,20130901,2.4937
000582.SZ,20130901,4.1008
000584.SZ,20130901,2.0952
000585.SZ,20130901,7.8759
000586.SZ,20130901,5.818
000587.SZ,20130901,5.4498
000589.SZ,20130901,1.0722
000590.SZ,20130901,5.4033
000591.SZ,20130901,5.2568
000592.SZ,20130901,4.0577
000593.SZ,20130901,4.0007
000594.SZ,20130901,1.0168
000595.SZ,20130901,3.6967
000596.SZ,20130901,3.1445
000597.SZ,20130901,1.2233
000598.SZ,20130901,2.3207
000599.SZ,20130901,1.2292
000600.SZ,20130901,1.1938
000601.SZ,20130901,0.9818
000603.SZ,20130901,23.1487
000605.SZ,20130901,28.8936
000606.SZ,20130901,4.6345
000607.SZ,20130901,5.3823
000608.SZ,20130901,1.4821
000609.SZ,20130901,2.0308
000610.SZ,20130901,3.0404
000611.SZ,20130901,2.8906
000612.SZ,20130901,1.3601
000613.SZ,20130901,24.0327
000615.SZ,20130901,2.1062
000616.SZ,20130901,1.4183
000617.SZ,20130901,2.9985
000619.SZ,20130901,1.0777
000620.SZ,20130901,2.331
000622.SZ,20130901,8.4937
000623.SZ,20130901,1.5239
000625.SZ,20130901,2.9395
000626.SZ,20130901,3.7006
000627.SZ,20130901,2.4484
000628.SZ,20130901,7.743
000629.SZ,20130901,1.3652
000630.SZ,20130901,1.4761
000631.SZ,20130901,2.1096
000632.SZ,20130901,1.5944
000633.SZ,20130901,10.7556
000635.SZ,20130901,0.9351
000636.SZ,20130901,1.8573
000637.SZ,20130901,2.9306
000638.SZ,20130901,6.8592
000639.SZ,20130901,2.7885
000650.SZ,20130901,3.1217
000651.SZ,20130901,2.8339
000652.SZ,20130901,3.1349
000655.SZ,20130901,1.6617
000656.SZ,20130901,1.7864
000657.SZ,20130901,9.2967
000659.SZ,20130901,1.555
000661.SZ,20130901,14.1753
000662.SZ,20130901,3.4048
000663.SZ,20130901,4.5864
000665.SZ,20130901,1.9938
000666.SZ,20130901,1.4697
000667.SZ,20130901,0.9056
000668.SZ,20130901,2.0586
000669.SZ,20130901,4.225
000670.SZ,20130901,16.2137
000671.SZ,20130901,5.6298
000672.SZ,20130901,3.6293
000673.SZ,20130901,238.3233
000676.SZ,20130901,7.2075
000677.SZ,20130901,4.821
000678.SZ,20130901,1.6438
000679.SZ,20130901,1.4795
000680.SZ,20130901,0.9416
000681.SZ,20130901,17.2865
000682.SZ,20130901,2.0139
000683.SZ,20130901,1.3763
000685.SZ,20130901,1.331
000686.SZ,20130901,2.358
000687.SZ,20130901,1.5481
000688.SZ,20130901,9.1785
000690.SZ,20130901,2.0551
000691.SZ,20130901,11.2681
000692.SZ,20130901,1.5204
000695.SZ,20130901,5.4941
000697.SZ,20130901,10.5867
000698.SZ,20130901,0.8977
000700.SZ,20130901,1.654
000701.SZ,20130901,3.0961
000702.SZ,20130901,2.3575
000703.SZ,20130901,1.8265
000705.SZ,20130901,2.0365
000707.SZ,20130901,0.941
000708.SZ,20130901,0.8919
000709.SZ,20130901,0.479
000710.SZ,20130901,10.9049
000711.SZ,20130901,2.9458
000712.SZ,20130901,4.1891
000713.SZ,20130901,2.3353
000715.SZ,20130901,2.3148
000716.SZ,20130901,3.6275
000717.SZ,20130901,0.7575
000718.SZ,20130901,2.1412
000719.SZ,20130901,2.9673
000720.SZ,20130901,2.8598
000721.SZ,20130901,1.521
000722.SZ,20130901,1.5145
000723.SZ,20130901,4.5103
000725.SZ,20130901,1.0663
000726.SZ,20130901,1.5131
000727.SZ,20130901,3.8009
000728.SZ,20130901,1.1863
000729.SZ,20130901,1.4924
000731.SZ,20130901,1.7071
000732.SZ,20130901,4.2676
000733.SZ,20130901,1.2677
000735.SZ,20130901,3.079
000736.SZ,20130901,1.496
000737.SZ,20130901,6.4033
000738.SZ,20130901,3.8601
000739.SZ,20130901,3.1623
000748.SZ,20130901,3.5278
000750.SZ,20130901,7.9922
000752.SZ,20130901,4.209
000753.SZ,20130901,2.47
000755.SZ,20130901,1.0042
000756.SZ,20130901,1.2215
000757.SZ,20130901,18.7063
000758.SZ,20130901,3.0605
000759.SZ,20130901,1.4739
000760.SZ,20130901,18.6215
000761.SZ,20130901,0.5765
000762.SZ,20130901,3.4308
000766.SZ,20130901,3.8095
000767.SZ,20130901,1.5107
000768.SZ,20130901,2.1884
000776.SZ,20130901,2.0927
000777.SZ,20130901,3.4431
000778.SZ,20130901,0.7597
000779.SZ,20130901,5.5339
000780.SZ,20130901,1.1793
000782.SZ,20130901,1.5619
000783.SZ,20130901,1.6559
000785.SZ,20130901,1.8024
000786.SZ,20130901,2.7695
000788.SZ,20130901,6.9703
000789.SZ,20130901,2.404
000790.SZ,20130901,7.3355
000791.SZ,20130901,1.3637
000792.SZ,20130901,1.7677
000793.SZ,20130901,6.9351
000795.SZ,20130901,7.4721
000796.SZ,20130901,2.5963
000797.SZ,20130901,2.1507
000798.SZ,20130901,3.1382
000799.SZ,20130901,2.955
000800.SZ,20130901,2.767
000801.SZ,20130901,3.5116
000802.SZ,20130901,2.4797
000803.SZ,20130901,8.6358
000806.SZ,20130901,2.4824
000807.SZ,20130901,1.5595
000809.SZ,20130901,1.618
000810.SZ,20130901,3.6025
000811.SZ,20130901,2.099
000812.SZ,20130901,2.3142
000813.SZ,20130901,7.8707
000815.SZ,20130901,2.6085
000816.SZ,20130901,2.8278
000818.SZ,20130901,1.0416
000819.SZ,20130901,5.8664
000820.SZ,20130901,13.6741
000821.SZ,20130901,1.2445
000822.SZ,20130901,1.0094
000823.SZ,20130901,1.9996
